選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
青木宣親,96,264,217,25,55,8,0,3,72,19,2,0,0,4,39,0,4,28,11,0.253,0.332,0.371
赤羽由紘,29,27,23,5,4,0,0,1,7,3,0,0,1,1,1,0,1,12,0,0.174,0.304,0.231
荒木貴裕,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
石川雅規,13,16,12,0,3,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0.25,0.25,0.25
石山泰稚,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
市川悠太,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
内山壮真,94,269,240,20,55,12,1,6,87,27,3,0,7,1,19,0,2,37,7,0.229,0.363,0.29
梅野雄吾,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
エスピナル,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
オスナ,134,543,501,49,127,23,0,23,219,71,2,4,0,2,39,5,1,79,13,0.253,0.437,0.308
太田賢吾,20,42,41,1,8,0,0,0,8,1,0,0,0,0,1,0,0,11,1,0.195,0.195,0.214
大西広樹,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小川泰弘,23,49,37,1,4,2,0,0,6,5,0,0,11,0,1,0,0,23,0,0.108,0.162,0.132
奥村展征,3,5,4,2,2,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0.5,0.75,0.4
尾仲祐哉,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
金久保優斗,1,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
川端慎吾,80,105,94,4,30,3,0,2,39,16,0,0,1,0,9,5,1,10,4,0.319,0.415,0.385
木澤尚文,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
北村恵吾,12,23,21,4,4,0,0,1,7,7,0,0,0,2,0,0,0,5,1,0.19,0.333,0.174
久保拓眞,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
古賀優大,38,80,68,10,20,1,0,1,24,2,0,0,3,0,8,1,1,6,2,0.294,0.353,0.377
小澤怜史,29,25,21,1,3,2,0,0,5,1,0,0,3,0,1,0,0,10,0,0.143,0.238,0.182
今野龍太,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
サイスニード,23,41,36,4,4,1,0,1,8,4,0,0,3,0,2,0,0,14,1,0.111,0.222,0.158
サンタナ,136,516,467,52,140,32,0,18,226,66,2,0,0,3,44,1,2,114,17,0.3,0.484,0.36
阪口皓亮,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
澤井廉,16,37,32,3,5,0,1,0,7,1,0,0,0,0,0,0,5,11,0,0.156,0.219,0.27
塩見泰隆,51,209,186,33,56,9,2,8,93,31,1,2,0,1,19,1,3,40,3,0.301,0.5,0.373
清水昇,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高梨裕稔,15,12,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0.091,0.091,0.091
高橋奎二,20,29,23,0,1,0,0,0,1,0,0,0,6,0,0,0,0,8,0,0.043,0.043,0.043
田口麗斗,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
武岡龍世,84,178,160,18,35,3,2,1,45,8,3,1,9,1,8,1,0,47,4,0.219,0.281,0.254
長岡秀樹,135,488,445,43,101,19,1,3,131,35,4,2,7,2,29,5,5,57,11,0.227,0.294,0.281
中村悠平,106,376,310,24,70,14,0,4,96,33,0,1,21,4,33,0,8,59,6,0.226,0.31,0.313
