選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
並木秀尊,82,174,161,37,39,3,1,1,47,7,15,2,4,0,8,0,1,33,2,0.242,0.292,0.282
成田翔,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西浦直亨,6,12,12,1,2,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0.167,0.167,0.167
西田明央,8,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.125,0.125,0.125
西村瑠伊斗,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
長谷川宙輝,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
濱田太貴,103,276,252,30,59,17,0,5,91,22,4,1,4,0,19,0,1,60,6,0.234,0.361,0.29
ピーターズ,18,34,30,1,0,0,0,0,0,0,0,0,1,0,3,0,0,21,0,0.0,0.0,0.091
星知弥,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本直樹,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
丸山和郁,67,106,97,13,20,5,0,0,25,7,7,3,3,0,6,0,0,27,1,0.206,0.258,0.252
丸山翔大,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
三ツ俣大樹,18,21,14,2,2,0,0,0,2,2,0,0,5,0,2,0,0,8,0,0.143,0.143,0.25
宮本丈,65,123,90,11,20,5,0,0,25,7,1,0,9,2,17,0,5,18,4,0.222,0.278,0.368
村上宗隆,140,597,496,76,127,28,0,31,248,84,5,3,0,4,90,4,7,168,6,0.256,0.5,0.375
元山飛優,22,42,39,1,7,1,0,0,8,3,0,0,2,1,0,0,0,13,1,0.179,0.205,0.175
山崎晃大朗,64,153,137,17,33,2,0,0,35,3,9,1,6,0,10,0,0,33,2,0.241,0.255,0.293
山田哲人,105,422,376,43,87,21,3,14,156,40,4,0,0,4,39,0,3,102,8,0.231,0.415,0.306
山野太一,5,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1
山本大貴,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
吉村貢司郎,12,19,16,1,1,0,0,0,1,1,0,0,2,1,0,0,0,8,0,0.063,0.063,0.059
ロドリゲス,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0
