選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アンバギー,4,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.125,0.125,0.125
東克樹,24,56,47,1,6,1,0,0,7,5,0,0,7,0,2,0,0,17,2,0.128,0.149,0.163
石川達也,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
石田健大,23,34,26,0,2,0,0,0,2,2,0,0,6,0,1,0,1,8,0,0.077,0.077,0.143
伊勢大夢,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤光,61,176,160,11,36,8,0,1,47,8,0,0,4,1,9,1,2,41,2,0.225,0.294,0.273
今永昇太,22,45,38,2,10,2,1,0,14,3,0,0,7,0,0,0,0,10,0,0.263,0.368,0.263
入江大生,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ウェンデルケン,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
エスコバー,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
蝦名達夫,42,51,43,6,6,1,0,0,7,0,1,0,3,0,1,0,4,12,0,0.14,0.163,0.229
オースティン,22,54,47,5,13,6,0,0,19,6,0,0,0,1,6,0,0,13,0,0.277,0.404,0.352
大田泰示,75,186,175,18,38,12,0,4,62,15,0,0,0,0,9,0,2,49,2,0.217,0.354,0.263
大貫晋一,13,25,22,0,3,0,0,0,3,0,0,0,2,0,1,0,0,8,1,0.136,0.136,0.174
ガゼルマン,13,19,13,2,2,2,0,0,4,1,0,0,2,0,4,0,0,3,0,0.154,0.308,0.353
笠原祥太郎,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
梶原昂希,21,54,53,1,12,2,1,0,16,2,1,1,0,0,1,0,0,18,1,0.226,0.302,0.241
神里和毅,64,53,49,11,8,1,1,0,11,3,0,1,0,0,3,0,1,16,0,0.163,0.224,0.226
上茶谷大河,46,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0
京田陽太,93,287,251,31,57,4,0,1,64,9,3,2,9,0,25,1,2,33,6,0.227,0.255,0.302
楠本泰史,94,176,157,14,30,9,0,2,45,21,0,0,2,3,11,0,3,35,2,0.191,0.287,0.253
桑原将志,132,479,429,48,108,23,4,7,160,35,3,8,11,6,23,0,10,54,11,0.252,0.373,0.301
坂本裕哉,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
佐野恵太,141,613,560,67,148,26,2,13,217,65,0,2,0,3,46,4,4,77,9,0.264,0.388,0.323
柴田竜拓,86,66,49,7,7,1,1,0,10,2,0,1,6,0,9,0,2,9,0,0.143,0.204,0.3
関根大気,140,532,482,69,126,17,3,4,161,31,11,3,16,1,29,1,4,53,5,0.261,0.334,0.308
ソト,109,399,354,31,83,22,0,14,147,50,0,2,0,2,39,2,4,99,11,0.234,0.415,0.316
平良拳太郎,11,18,17,1,2,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0.118,0.118,0.118
田中健二朗,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
知野直人,39,39,30,9,5,1,0,2,12,5,2,1,1,0,7,1,1,9,0,0.167,0.4,0.342
戸柱恭孝,70,181,165,11,40,8,1,5,65,19,0,0,2,1,13,1,0,30,6,0.242,0.394,0.296
中川虎大,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西浦直亨,13,9,9,2,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0.111,0.111,0.111
西巻賢二,7,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0
バウアー,19,45,39,2,1,0,0,0,1,0,0,0,5,0,1,0,0,18,1,0.026,0.026,0.05
濵口遥大,14,21,18,3,5,1,0,0,6,0,0,0,3,0,0,0,0,3,0,0.278,0.333,0.278
林琢真,65,154,141,12,29,5,0,0,34,11,7,3,5,2,6,0,0,29,2,0.206,0.241,0.235
藤田一也,23,24,21,0,6,1,0,0,7,0,0,0,1,0,2,0,0,5,0,0.286,0.333,0.348
牧秀悟,143,605,559,78,164,39,3,29,296,103,2,2,0,6,33,3,7,85,17,0.293,0.53,0.337
益子京右,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
三浦銀二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
三嶋一輝,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
