選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
島田海吏,101,121,110,12,16,0,1,1,21,6,7,1,1,0,7,0,3,26,4,0.145,0.191,0.217
島本浩也,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
近本光司,129,585,501,83,143,24,12,8,215,54,28,3,0,5,67,2,12,71,6,0.285,0.429,0.379
富田蓮,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
長坂拳弥,10,12,9,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0.222,0.222,0.222
中野拓夢,143,660,575,80,164,17,5,2,197,40,20,12,21,5,57,2,2,107,5,0.285,0.343,0.349
西純矢,17,25,22,2,5,1,0,0,6,5,0,0,2,0,1,0,0,9,0,0.227,0.273,0.261
西勇輝,18,33,28,1,1,1,0,0,2,0,0,0,5,0,0,0,0,12,1,0.036,0.071,0.036
ノイジー,133,516,475,42,114,13,1,9,156,56,0,0,0,3,36,0,2,85,13,0.24,0.328,0.295
馬場皐輔,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
浜地真澄,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
原口文仁,54,56,52,2,10,1,0,2,17,8,0,0,0,0,3,0,1,18,2,0.192,0.327,0.25
ビーズリー,18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0
ブルワー,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
前川右京,33,107,94,6,24,3,2,0,31,7,0,2,0,0,9,0,4,25,1,0.255,0.33,0.346
ミエセス,60,143,126,11,28,3,0,5,46,16,0,0,0,2,14,1,1,45,3,0.222,0.365,0.301
村上頌樹,22,49,44,2,6,0,0,0,6,0,0,0,3,0,2,0,0,23,2,0.136,0.136,0.174
森下翔太,94,377,333,42,79,14,1,10,125,41,1,0,0,4,29,1,11,70,6,0.237,0.375,0.316
門別啓人,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
湯浅京己,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
渡邉諒,59,85,79,8,14,4,0,2,24,10,0,0,0,1,5,1,0,18,5,0.177,0.304,0.224
