選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
青柳晃洋,18,37,32,1,4,1,0,0,5,4,0,0,5,0,0,0,0,12,0,0.125,0.156,0.125
秋山拓巳,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0
石井大智,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
板山祐太郎,12,17,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0.059,0.059,0.059
伊藤将司,21,52,43,1,5,0,0,0,5,2,0,0,7,0,2,0,0,26,1,0.116,0.116,0.156
糸原健斗,69,83,72,1,17,1,0,0,18,5,0,0,0,0,9,1,2,16,1,0.236,0.25,0.337
井上広大,13,37,35,3,8,2,1,0,12,7,0,0,0,0,2,0,0,18,0,0.229,0.343,0.27
岩崎優,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岩貞祐太,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
植田海,28,3,1,9,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0.0,0.0,0.5
梅野隆太郎,72,251,217,17,42,4,0,1,49,19,3,1,1,3,28,0,2,56,6,0.194,0.226,0.288
大竹耕太郎,21,48,41,2,4,1,0,0,5,3,0,0,5,0,2,0,0,27,1,0.098,0.122,0.14
大山悠輔,143,625,513,80,148,29,0,19,234,78,3,3,0,8,99,5,5,120,13,0.288,0.456,0.403
岡留英貴,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野寺暖,43,83,75,8,26,2,2,0,32,11,0,0,1,0,7,0,0,12,0,0.347,0.427,0.402
小幡竜平,47,91,78,12,22,1,1,0,25,8,3,1,5,0,8,4,0,23,0,0.282,0.321,0.349
及川雅貴,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
加治屋蓮,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
木浪聖也,127,470,408,41,109,22,1,1,136,41,0,0,20,7,31,12,4,103,13,0.267,0.333,0.32
桐敷拓馬,27,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.167,0.167,0.167
熊谷敬宥,26,9,6,7,2,0,0,0,2,0,3,1,1,0,2,0,0,2,0,0.333,0.333,0.5
Ｋ．ケラー,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小林慶祐,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
才木浩人,19,35,32,1,1,0,0,0,1,0,0,0,3,0,0,0,0,21,0,0.031,0.031,0.031
榮枝裕貴,2,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.333,0.333,0.333
坂本誠志郎,84,289,243,10,55,5,1,0,62,21,0,0,18,5,19,1,4,62,4,0.226,0.255,0.288
佐藤輝明,132,548,486,70,128,30,6,24,242,92,7,5,0,4,54,5,4,139,4,0.263,0.498,0.339
