選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アルカンタラ,41,125,113,14,23,6,0,4,41,10,1,0,3,0,9,0,0,41,1,0.204,0.363,0.262
淺間大基,13,38,36,2,8,3,1,0,13,4,0,0,1,0,1,0,0,10,1,0.222,0.361,0.243
有薗直輝,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
井口和朋,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田隆英,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石井一成,36,100,83,8,14,3,2,0,21,4,3,0,3,0,14,1,0,27,0,0.169,0.253,0.289
石川直也,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
五十幡亮汰,70,205,193,23,44,2,3,0,52,6,17,6,6,0,4,0,2,50,1,0.228,0.269,0.251
伊藤大海,24,5,5,0,1,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0.2,0.4,0.2
今川優馬,28,69,61,7,12,1,0,0,13,1,3,0,0,0,6,0,2,17,0,0.197,0.213,0.29
上原健太,19,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.25,0.25,0.25
宇佐見真吾,9,16,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.0,0.063
梅林優貴,7,6,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5
上沢直之,24,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.333,0.333,0.333
江越大賀,100,176,150,17,27,4,2,5,50,13,9,8,12,1,11,0,2,77,0,0.18,0.333,0.244
加藤豪将,62,222,200,18,42,6,0,6,66,16,3,1,0,1,18,1,3,35,1,0.21,0.33,0.284
加藤貴之,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
金村尚真,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
上川畑大悟,108,346,293,16,62,5,1,0,69,18,3,4,12,1,34,1,6,51,5,0.212,0.235,0.305
河野竜生,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
北浦竜次,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
北山亘基,14,7,7,1,2,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0.286,0.286,0.286
木村文紀,1,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5
清宮幸太郎,99,416,356,41,87,20,1,10,139,41,2,2,0,4,53,1,3,69,6,0.244,0.39,0.344
郡司裕也,55,187,169,15,43,4,0,3,56,19,2,1,2,0,16,0,0,30,4,0.254,0.331,0.319
郡拓也,7,15,15,2,4,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0.267,0.333,0.267
齋藤綱記,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
清水優心,32,60,50,3,13,1,0,0,14,5,1,0,6,0,4,0,0,13,1,0.26,0.28,0.315
杉浦稔大,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鈴木健矢,24,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
立野和明,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中瑛斗,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中正義,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
玉井大翔,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田宮裕涼,10,31,31,4,8,1,0,2,15,9,2,0,0,0,0,0,0,7,0,0.258,0.484,0.258
中島卓也,17,32,29,3,6,0,0,0,6,2,2,1,1,0,2,0,0,5,0,0.207,0.207,0.258
生田目翼,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
奈良間大己,65,196,181,20,44,12,2,2,66,15,2,2,3,1,8,1,3,50,4,0.243,0.365,0.285
根本悠楓,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
野村佑希,125,473,423,42,100,21,1,13,162,43,4,1,0,4,42,0,4,112,3,0.236,0.383,0.309
ハンソン,39,96,90,9,13,3,0,4,28,9,2,1,0,1,5,0,0,12,3,0.144,0.311,0.188
長谷川威展,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田光輝,24,63,57,8,10,3,0,2,19,7,0,0,1,0,4,0,1,19,1,0.175,0.333,0.242
福田俊,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伏見寅威,89,251,229,13,46,5,0,3,60,12,0,0,10,0,8,0,4,42,4,0.201,0.262,0.241
古川裕大,17,47,43,2,8,4,0,0,12,4,0,0,1,2,1,0,0,15,1,0.186,0.279,0.196
ポンセ,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
細川凌平,60,112,97,11,21,5,1,1,31,10,1,2,8,0,7,0,0,26,0,0.216,0.32,0.269
堀瑞輝,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マーベル,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マルティネス,119,444,386,39,95,24,0,15,164,66,0,4,0,3,44,0,11,99,15,0.246,0.425,0.338
松本剛,134,561,507,51,140,16,2,3,169,30,12,12,7,3,37,3,7,57,11,0.276,0.333,0.332
万波中正,141,582,533,69,141,33,0,25,249,74,2,1,2,2,41,2,4,138,12,0.265,0.467,0.321
水野達稀,31,62,56,1,9,4,1,0,15,6,1,1,1,1,4,0,0,21,0,0.161,0.268,0.213
宮内春輝,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮西尚生,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
メネズ,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
矢澤宏太,37,107,96,13,17,4,0,1,24,4,2,2,1,1,8,0,1,35,0,0.177,0.25,0.245
谷内亮太,44,88,76,6,15,0,0,0,15,5,0,0,4,0,8,0,0,9,1,0.197,0.197,0.274
山田遥楓,29,46,41,1,11,2,0,0,13,1,0,0,0,0,4,0,1,6,0,0.268,0.317,0.348
山本拓実,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
吉田輝星,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ロドリゲス,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
王柏融,20,45,42,5,10,0,1,1,15,5,0,0,0,0,3,0,0,16,1,0.238,0.357,0.289
