選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東妻勇輔,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田来翔,40,118,104,17,28,6,1,2,42,8,0,0,5,0,6,0,3,17,1,0.269,0.404,0.327
石川慎吾,44,118,112,10,39,6,0,2,51,10,0,0,0,0,6,1,0,20,2,0.348,0.455,0.381
井上晴哉,32,106,95,3,17,6,0,1,26,8,1,0,0,1,9,0,1,24,2,0.179,0.274,0.255
岩下大輝,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
植田将太,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
江村直也,4,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.0,0.0,0.0
大下誠一郎,23,28,22,2,5,0,0,1,8,2,0,1,1,0,2,0,3,7,0,0.227,0.364,0.37
岡大海,109,372,319,50,90,16,3,7,133,33,15,4,8,0,37,0,8,56,5,0.282,0.417,0.371
小川龍成,52,24,20,7,3,1,0,0,4,1,3,3,3,0,1,0,0,7,0,0.15,0.2,0.19
荻野貴司,50,203,183,19,44,8,1,1,57,19,1,0,1,2,11,1,6,16,4,0.24,0.311,0.302
小島和哉,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
小沼健太,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野郁,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
カスティーヨ,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
柿沼友哉,18,38,29,2,3,0,0,0,3,1,0,0,5,0,3,0,1,6,0,0.103,0.103,0.212
角中勝也,86,244,216,20,64,16,1,9,109,39,1,0,3,3,21,2,1,43,0,0.296,0.505,0.357
唐川侑己,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
菊地吏玖,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
国吉佑樹,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
坂本光士郎,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木千隼,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木朗希,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
佐藤都志也,103,278,239,19,52,12,1,4,78,22,0,2,12,2,22,0,3,45,4,0.218,0.326,0.289
澤田圭佑,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
澤村拓一,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
菅野剛士,6,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.1,0.1,0.182
鈴木昭汰,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高野脩汰,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
種市篤暉,23,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
田村龍弘,78,214,181,6,30,3,0,2,39,19,0,1,15,3,13,0,2,38,3,0.166,0.215,0.226
茶谷健太,79,187,169,18,48,6,1,0,56,9,2,0,4,1,11,0,2,26,2,0.284,0.331,0.333
東條大樹,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
友杉篤輝,64,209,185,21,47,7,0,0,54,9,9,3,14,1,9,0,0,31,1,0.254,0.292,0.287
中村奨吾,137,584,508,61,112,23,0,11,168,48,3,1,13,4,52,2,7,89,20,0.22,0.331,0.299
中村稔弥,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中森俊介,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西野勇士,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西村天裕,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
