選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
平沢大河,57,170,135,19,23,1,0,3,33,8,3,1,6,1,25,0,3,43,4,0.17,0.244,0.311
廣畑敦也,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ブロッソー,37,147,136,9,26,10,0,1,39,11,0,0,0,5,2,0,4,30,1,0.191,0.287,0.218
福田秀平,3,9,8,0,2,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0.25,0.25,0.333
藤岡裕大,93,380,310,34,86,20,0,1,109,22,7,2,10,2,54,1,4,66,4,0.277,0.352,0.389
藤原恭大,103,361,328,35,78,15,2,3,106,21,5,2,10,1,18,0,4,78,3,0.238,0.323,0.285
ペルドモ,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ポランコ,125,497,447,43,108,15,0,26,201,75,0,0,0,3,47,5,0,92,3,0.242,0.45,0.312
益田直也,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松川虎生,9,18,16,1,3,0,0,0,3,1,0,0,1,0,1,0,0,4,1,0.188,0.188,0.235
美馬学,18,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
メルセデス,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
本前郁也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森遼大朗,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
八木彬,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
安田尚憲,122,472,416,33,99,24,0,9,150,43,2,0,0,5,49,2,2,95,10,0.238,0.361,0.318
山口航輝,115,474,421,46,99,21,0,14,162,57,0,0,0,5,43,6,5,122,7,0.235,0.385,0.31
山本大斗,2,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0.143,0.143,0.143
横山陸人,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
和田康士朗,80,113,98,30,26,4,2,3,43,9,20,1,3,0,9,0,3,32,0,0.265,0.439,0.345
