選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アストゥディーヨ,20,50,44,2,6,1,0,1,10,3,0,0,0,1,2,0,3,2,3,0.136,0.227,0.22
有原航平,17,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
生海,13,21,20,2,4,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0.2,0.2,0.238
石川柊太,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0
泉圭輔,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
井上朋也,15,41,38,3,10,2,0,1,15,3,0,0,0,0,3,0,0,10,0,0.263,0.395,0.317
今宮健太,126,484,427,38,109,22,0,9,158,48,4,0,24,4,27,1,2,58,14,0.255,0.37,0.3
上林誠知,56,99,92,14,17,3,1,0,22,9,1,1,2,1,3,0,1,30,1,0.185,0.239,0.216
海野隆司,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0
オスナ,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大関友久,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大津亮介,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
尾形崇斗,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ガルビス,19,34,33,1,5,0,0,0,5,1,0,0,0,0,0,0,1,11,1,0.152,0.152,0.176
ガンケル,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
甲斐拓也,139,420,366,35,74,16,1,10,122,44,0,0,18,2,31,0,3,117,5,0.202,0.333,0.269
甲斐野央,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
笠谷俊介,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
嘉弥真新也,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
川瀬晃,102,208,178,25,42,7,3,0,55,15,2,2,18,1,9,1,2,23,3,0.236,0.309,0.279
川原田純平,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
栗原陵矢,96,387,352,24,84,14,0,13,137,49,0,1,1,2,28,0,4,81,6,0.239,0.389,0.301
近藤健介,143,613,492,75,149,33,0,26,260,87,3,4,0,6,109,7,6,117,7,0.303,0.528,0.431
佐藤直樹,41,31,30,6,5,1,0,1,9,2,3,1,1,0,0,0,0,16,0,0.167,0.3,0.167
椎野新,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
周東佑京,114,268,237,52,57,5,1,2,70,17,36,7,7,1,20,0,3,56,3,0.241,0.295,0.307
スチュワート・ジュニア,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
田浦文丸,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋礼,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
武田翔太,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
