選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
谷川原健太,61,46,43,8,10,1,0,0,11,3,2,1,0,0,3,0,0,12,0,0.233,0.256,0.283
津森宥紀,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
デスパイネ,20,49,42,0,3,0,0,0,3,0,0,0,0,0,7,0,0,13,2,0.071,0.071,0.204
中村晃,136,585,511,52,140,13,2,5,172,37,0,2,7,4,60,3,3,53,8,0.274,0.337,0.351
野村勇,50,95,81,14,13,2,0,3,24,7,1,0,1,1,8,0,4,33,0,0.16,0.296,0.266
野村大樹,41,83,74,7,16,2,0,1,21,4,1,0,4,1,4,0,0,22,5,0.216,0.284,0.253
板東湧梧,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
東浜巨,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
藤井皓哉,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
古川侑利,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ヘルナンデス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ホーキンス,3,10,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0.0,0.0,0.0
牧原大成,91,387,359,40,93,13,1,2,114,32,3,2,7,5,11,1,5,66,6,0.259,0.318,0.287
正木智也,15,30,26,2,1,0,0,0,1,1,0,0,0,0,3,0,1,10,0,0.038,0.038,0.167
増田珠,35,75,66,7,12,2,0,1,17,3,0,0,1,0,5,0,3,17,0,0.182,0.258,0.27
又吉克樹,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本晴,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本裕樹,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
嶺井博希,44,39,34,3,7,2,0,2,15,6,0,0,3,1,0,0,1,10,1,0.206,0.441,0.222
三森大貴,102,316,296,40,77,8,2,5,104,21,14,8,8,0,12,0,0,48,4,0.26,0.351,0.289
モイネロ,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森唯斗,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柳田悠岐,143,625,546,57,163,29,3,22,264,85,1,0,0,6,64,1,9,97,9,0.299,0.484,0.378
柳町達,116,375,311,27,80,18,1,0,100,34,2,1,4,1,58,0,1,104,8,0.257,0.322,0.375
吉田賢吾,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
リチャード,22,64,61,2,7,1,0,0,8,1,0,0,0,0,2,0,1,25,0,0.115,0.131,0.156
和田毅,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
