選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
愛斗,73,267,257,19,55,18,0,4,85,15,2,5,4,1,3,2,2,55,7,0.214,0.331,0.228
青山美夏人,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
今井達也,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
呉念庭,41,92,78,8,16,2,1,1,23,11,1,0,1,0,13,0,0,25,2,0.205,0.295,0.319
エンス,12,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0
大曲錬,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
金子侑司,47,91,84,6,15,2,1,0,19,2,1,2,1,1,4,0,1,24,2,0.179,0.226,0.222
川越誠司,12,38,30,2,4,0,0,1,7,5,0,0,1,0,6,0,1,13,0,0.133,0.233,0.297
岸潤一郎,61,197,177,16,37,5,0,3,51,12,3,2,4,1,11,0,4,33,6,0.209,0.288,0.269
クリスキー,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
公文克彦,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
栗山巧,77,191,157,17,34,4,0,7,59,19,1,0,0,2,31,1,1,32,7,0.217,0.376,0.346
源田壮亮,100,435,397,30,102,9,4,0,119,22,5,6,8,1,26,0,3,82,5,0.257,0.3,0.307
古賀悠斗,100,282,239,12,52,14,0,2,72,20,1,0,17,0,23,2,3,54,8,0.218,0.301,0.294
児玉亮涼,56,132,122,11,27,3,2,0,34,8,2,3,5,1,4,0,0,30,2,0.221,0.279,0.244
齊藤誠人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木健,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐藤隼輔,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐藤龍世,91,257,209,27,55,9,3,3,79,16,2,1,3,1,42,0,2,41,6,0.263,0.378,0.39
鈴木将平,72,267,242,19,58,8,2,0,70,15,10,0,8,1,15,0,1,34,3,0.24,0.289,0.286
隅田知一郎,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
平良海馬,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
高木渉,5,19,19,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0.158,0.158,0.158
髙橋光成,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
髙松渡,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
滝澤夏央,16,17,16,4,3,0,0,1,6,1,0,0,1,0,0,0,0,4,0,0.188,0.375,0.188
田村伊知郎,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
張奕,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柘植世那,59,137,125,5,23,4,0,0,27,13,0,1,6,1,3,0,2,23,5,0.184,0.216,0.214
ティノコ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
外崎修汰,136,571,503,60,131,28,3,12,201,54,26,3,3,4,56,0,5,114,11,0.26,0.4,0.338
中村剛也,88,322,283,34,73,12,0,17,136,40,1,0,0,3,31,3,5,76,7,0.258,0.481,0.339
西川愛也,41,109,97,9,22,4,0,1,29,8,4,1,5,1,5,0,1,16,0,0.227,0.299,0.269
長谷川信哉,59,198,180,17,40,9,0,4,61,12,3,4,2,2,11,1,3,34,3,0.222,0.339,0.276
平井克典,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
平沼翔太,67,110,102,16,25,2,2,2,37,6,3,1,1,1,5,0,1,18,3,0.245,0.363,0.284
蛭間拓哉,56,223,198,17,46,6,0,2,58,20,0,0,9,2,14,0,0,37,2,0.232,0.293,0.28
古市尊,29,56,50,2,8,0,0,0,8,0,0,1,3,0,2,0,1,13,0,0.16,0.16,0.208
ペイトン,57,225,205,18,44,8,0,5,67,22,1,2,3,2,14,0,1,46,6,0.215,0.327,0.266
ボー・タカハシ,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
本田圭佑,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マキノン,127,514,464,50,120,17,2,15,186,50,1,1,0,2,48,0,0,91,7,0.259,0.401,0.327
増田達至,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本航,20,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0
豆田泰志,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
