選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
浅村栄斗,143,601,522,64,143,20,0,26,241,78,2,1,0,1,75,4,3,108,9,0.274,0.462,0.368
阿部寿樹,78,253,216,16,55,17,1,4,86,24,0,0,6,2,27,1,2,47,12,0.255,0.398,0.34
安樂智大,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石橋良太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤茉央,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤裕季也,87,216,188,20,46,6,1,5,69,16,3,2,10,2,15,0,1,48,3,0.245,0.367,0.301
内星龍,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
太田光,104,233,173,19,42,6,0,3,57,14,1,0,28,1,27,0,4,47,4,0.243,0.329,0.356
岡島豪郎,114,410,361,33,96,20,0,6,134,43,3,2,5,7,33,1,3,67,10,0.266,0.371,0.327
小郷裕哉,120,441,390,53,102,16,3,10,154,49,13,8,8,6,36,0,1,85,3,0.262,0.395,0.321
辛島航,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
岸孝之,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
銀次,6,10,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.1,0.1,0.1
黒川史陽,9,24,22,1,2,0,0,1,5,2,0,0,1,1,0,0,0,5,0,0.091,0.227,0.087
小深田大翔,134,549,477,67,123,8,6,5,158,37,36,6,20,1,48,0,3,83,8,0.258,0.331,0.329
小孫竜二,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
酒居知史,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
塩見貴洋,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
島内宏明,104,369,322,21,76,13,0,7,110,38,2,0,0,3,41,1,3,41,5,0.236,0.342,0.325
荘司康誠,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
正隨優弥,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.5
鈴木翔天,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鈴木大地,101,292,250,25,61,9,1,5,87,27,0,2,7,2,24,0,9,36,6,0.244,0.348,0.33
炭谷銀仁朗,65,145,131,9,29,2,0,1,34,10,0,0,6,1,5,0,2,23,2,0.221,0.26,0.259
宋家豪,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高田孝一,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
瀧中瞭太,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
辰己涼介,133,495,434,45,114,16,5,9,167,43,13,4,8,1,40,0,12,99,3,0.263,0.385,0.341
田中和基,95,41,34,22,3,0,0,2,9,3,3,2,2,0,5,0,0,13,1,0.088,0.265,0.205
田中将大,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
津留﨑大成,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西垣雅矢,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西川遥輝,35,87,72,11,13,2,1,1,20,4,2,0,2,1,11,0,0,24,0,0.181,0.278,0.286
西口直人,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
則本昂大,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
バニュエロス,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
早川隆久,17,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333
フランコ,95,334,312,31,69,11,0,12,116,32,0,0,0,0,21,0,1,52,11,0.221,0.372,0.272
藤井聖,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
藤平尚真,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
堀内謙伍,3,3,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.667
松井友飛,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松井裕樹,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮森智志,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
村林一輝,98,340,301,35,77,14,2,2,101,32,11,5,12,2,21,0,4,55,12,0.256,0.336,0.311
茂木栄五郎,8,15,12,1,1,0,0,0,1,1,0,0,0,0,3,0,0,3,1,0.083,0.083,0.267
安田悠馬,53,127,110,7,24,2,0,3,35,7,0,0,0,0,16,0,1,25,5,0.218,0.318,0.323
山﨑剛,117,307,261,29,53,6,5,2,75,19,13,6,7,1,35,2,3,58,9,0.203,0.287,0.303
弓削隼人,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
和田恋,2,6,5,0,1,0,0,0,1,2,0,0,0,1,0,0,0,3,1,0.2,0.2,0.167
渡辺翔太,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
渡邊佳明,25,57,49,3,7,0,0,0,7,3,0,0,3,0,5,0,0,7,3,0.143,0.143,0.222
