選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
赤星優志,12,22,17,0,2,1,0,0,3,0,0,0,3,0,2,0,0,10,0,0.118,0.176,0.211
秋広優人,121,439,406,36,111,18,2,10,163,41,0,1,2,3,26,2,2,79,9,0.273,0.401,0.318
浅野翔吾,24,41,40,2,10,1,0,1,14,2,0,2,0,0,1,0,0,14,0,0.25,0.35,0.268
井上温大,4,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0.25,0.25,0.25
今村信貴,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ウォーカー,57,120,118,15,31,4,2,6,57,20,1,1,0,0,2,0,0,39,1,0.263,0.483,0.275
オコエ瑠偉,41,127,119,11,28,7,0,2,41,6,1,1,1,0,5,0,2,35,1,0.235,0.345,0.278
大江竜聖,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大城卓三,134,490,424,50,119,20,1,16,189,55,0,0,21,4,36,3,5,109,12,0.281,0.446,0.341
岡田悠希,26,52,48,4,8,1,0,1,12,2,0,0,1,0,3,0,0,14,1,0.167,0.25,0.216
岡本和真,140,589,503,83,140,31,0,41,294,93,0,1,0,6,72,10,8,111,10,0.278,0.584,0.374
鍵谷陽平,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
梶谷隆幸,102,291,265,26,73,8,0,2,87,19,2,2,6,0,17,0,3,45,2,0.275,0.328,0.326
門脇誠,126,348,316,34,83,12,1,3,106,21,11,5,14,0,18,3,0,58,4,0.263,0.335,0.302
菊田拡和,6,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.167
菊地大稀,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岸田行倫,46,72,68,5,17,2,0,2,25,3,0,0,1,0,2,0,1,12,4,0.25,0.368,0.282
