選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アキーノ,20,68,65,2,10,4,0,1,17,6,0,1,0,1,2,0,0,32,0,0.154,0.262,0.176
アルモンテ,28,54,53,3,10,1,0,1,14,2,0,0,0,0,1,0,0,18,2,0.189,0.264,0.204
石垣雅海,22,26,23,1,2,0,0,0,2,0,0,0,1,0,2,0,0,6,0,0.087,0.087,0.16
石川昂弥,121,464,434,32,105,27,0,13,171,45,0,0,0,4,22,2,4,69,10,0.242,0.394,0.282
石橋康太,39,77,70,7,18,6,0,2,30,9,0,0,6,0,1,0,0,7,0,0.257,0.429,0.268
伊藤康祐,34,22,20,2,3,0,0,0,3,0,1,1,2,0,0,0,0,3,1,0.15,0.15,0.15
上田洸太朗,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
鵜飼航丞,41,94,91,7,13,1,0,3,23,5,1,1,0,0,2,0,1,31,1,0.143,0.253,0.17
宇佐見真吾,69,226,206,12,58,6,0,3,73,14,0,0,2,0,17,1,1,47,4,0.282,0.354,0.339
梅津晃大,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2,0.2,0.2
大島洋平,130,494,470,34,136,17,2,0,157,23,6,1,1,3,15,1,5,43,7,0.289,0.334,0.316
大野奨太,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大野雄大,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
小笠原慎之介,25,52,47,1,5,1,0,0,6,2,0,0,3,0,1,0,1,28,0,0.106,0.128,0.143
岡野祐一郎,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
岡林勇希,143,633,584,61,163,21,10,3,213,31,12,8,9,1,39,1,0,89,11,0.279,0.365,0.324
カリステ,47,172,163,13,38,8,0,5,61,13,0,2,2,0,7,0,0,36,7,0.233,0.374,0.265
勝野昌慶,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
加藤翔平,59,45,40,6,9,0,0,0,9,4,2,2,2,0,2,0,1,8,0,0.225,0.225,0.279
加藤匠馬,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
川越誠司,18,36,33,3,7,1,0,0,8,1,0,0,0,0,3,0,0,8,1,0.212,0.242,0.278
木下拓哉,89,315,278,19,66,15,0,5,96,26,0,0,5,1,30,2,1,55,4,0.237,0.345,0.313
郡司裕也,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
後藤駿太,52,51,44,3,8,3,0,0,11,6,0,0,1,1,5,0,0,18,0,0.182,0.25,0.26
近藤廉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
齋藤綱記,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
清水達也,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鈴木博志,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
砂田毅樹,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
祖父江大輔,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋周平,86,172,158,1,34,6,0,0,40,14,1,0,2,0,11,1,1,41,5,0.215,0.253,0.271
髙橋宏斗,25,46,37,1,6,0,0,0,6,2,0,0,7,0,2,0,0,16,0,0.162,0.162,0.205
髙松渡,23,1,1,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0
田島慎二,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
谷元圭介,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
堂上直倫,12,10,9,0,2,1,0,0,3,0,0,0,0,0,1,0,0,1,1,0.222,0.333,0.3
仲地礼亜,9,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0.0,0.0,0.0
根尾昂,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2
橋本侑樹,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ビシエド,91,347,315,20,77,9,0,6,104,23,0,0,0,1,27,1,4,41,8,0.244,0.33,0.311
樋口正修,7,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0
フェリス,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ブライト健太,33,68,58,6,14,0,2,0,18,4,2,0,3,0,6,0,1,20,0,0.241,0.31,0.323
福敬登,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福島章太,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田永将,19,26,20,3,3,0,0,1,6,1,0,0,0,0,5,2,1,4,0,0.15,0.3,0.346
福谷浩司,14,15,14,0,2,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0.143,0.143,0.2
福永裕基,97,325,291,30,70,16,1,2,94,15,2,2,7,5,20,2,2,62,9,0.241,0.323,0.289
藤嶋健人,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
細川成也,140,576,518,62,131,30,1,24,235,78,0,0,0,1,49,3,8,161,17,0.253,0.454,0.326
マルティネス,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松葉貴大,11,15,13,0,0,0,0,0,0,1,0,0,2,0,0,0,0,9,0,0.0,0.0,0.0
松山晋也,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
溝脇隼人,59,45,40,5,7,2,0,0,9,3,1,0,2,0,2,0,1,12,0,0.175,0.225,0.233
味谷大誠,6,7,7,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.286,0.286,0.286
三好大倫,30,17,13,6,2,1,0,0,3,0,3,2,1,0,1,0,2,4,0,0.154,0.231,0.313
村松開人,98,304,275,20,57,4,1,1,66,20,1,2,10,2,15,0,2,49,2,0.207,0.24,0.252
メヒア,8,17,15,0,1,1,0,0,2,1,0,0,2,0,0,0,0,6,0,0.067,0.133,0.067
柳裕也,24,46,38,1,9,2,0,0,11,1,0,0,6,0,2,0,0,8,0,0.237,0.289,0.275
山浅龍之介,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
