選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東晃平,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
安達了一,23,68,60,4,11,0,0,0,11,4,1,1,3,0,5,0,0,18,0,0.183,0.183,0.246
阿部翔太,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田陵真,12,39,34,4,7,1,0,0,8,0,1,0,0,0,4,0,1,9,1,0.206,0.235,0.308
石川亮,14,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.091,0.091,0.091
宇田川優希,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
漆原大晟,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大里昂生,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
大城滉二,57,51,46,7,9,3,0,1,15,10,1,0,0,0,4,0,1,8,2,0.196,0.326,0.275
太田椋,18,70,60,9,15,3,0,2,24,7,0,0,4,0,3,0,3,8,1,0.25,0.4,0.318
小田裕也,77,68,62,15,18,5,0,1,26,8,5,2,2,0,2,0,2,15,1,0.29,0.419,0.333
小野泰己,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
来田涼斗,4,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0.0,0.0,0.091
宜保翔,62,162,147,14,41,5,0,0,46,9,1,2,7,1,6,0,1,25,4,0.279,0.313,0.31
紅林弘太郎,127,482,443,37,122,19,1,8,167,39,4,6,7,3,28,0,1,63,19,0.275,0.377,0.318
黒木優太,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
コットン,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ゴンザレス,84,321,299,28,65,14,0,12,115,38,2,0,1,1,15,0,5,85,3,0.217,0.385,0.266
小木田敦也,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
近藤大亮,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
齋藤響介,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐野皓大,47,38,36,11,6,0,0,1,9,3,5,1,2,0,0,0,0,7,0,0.167,0.25,0.167
シュウィンデル,20,70,69,4,13,3,0,1,19,11,0,0,0,1,0,0,0,17,2,0.188,0.275,0.186
杉澤龍,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2
杉本裕太郎,96,370,339,34,82,12,1,16,144,41,0,1,1,2,19,1,9,101,2,0.242,0.425,0.298
セデーニョ,57,187,176,12,43,7,0,9,77,34,0,0,0,2,8,0,1,47,5,0.244,0.438,0.278
曽谷龍平,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
竹安大知,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田嶋大樹,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
茶野篤政,91,344,312,37,74,7,0,1,84,23,7,5,7,1,16,0,8,76,1,0.237,0.269,0.291
Ｔ－岡田,20,42,39,3,7,0,0,0,7,4,0,0,0,1,2,0,0,9,0,0.179,0.179,0.214
頓宮裕真,113,451,401,49,123,23,0,16,194,49,0,0,1,2,41,0,6,69,11,0.307,0.484,0.378
中川圭太,135,563,506,66,136,29,5,12,211,55,5,5,6,1,43,0,7,90,9,0.269,0.417,0.334
ニックス,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西野真弘,43,138,122,5,24,6,0,0,30,8,0,0,5,0,11,0,0,9,4,0.197,0.246,0.263
野口智哉,76,257,226,19,51,11,3,2,74,19,4,2,5,0,21,0,5,70,3,0.226,0.327,0.306
比嘉幹貴,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
平野大和,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2
平野佳寿,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
廣岡大志,44,103,90,12,18,4,1,1,27,9,0,2,1,0,12,1,0,26,2,0.2,0.3,0.294
福田周平,36,114,94,6,18,1,0,0,19,5,5,1,3,1,15,0,1,15,1,0.191,0.202,0.306
福永奨,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
本田仁海,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
前佑囲斗,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮城大弥,22,6,6,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0.333,0.333,0.333
宗佑磨,122,478,428,38,105,17,3,2,134,22,1,1,9,1,36,1,4,55,9,0.245,0.313,0.309
村西良太,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森友哉,110,453,384,49,113,24,2,18,195,64,4,1,1,7,54,4,7,61,9,0.294,0.508,0.385
山足達也,32,27,25,7,5,1,0,0,6,0,2,0,0,0,2,0,0,5,1,0.2,0.24,0.259
山岡泰輔,31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
山﨑福也,23,5,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4
山﨑颯一郎,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山下舜平大,16,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
山田修義,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山本由伸,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
横山楓,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
吉田凌,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ワゲスパック,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
若月健矢,96,318,286,27,73,14,1,6,107,17,2,1,16,0,15,1,1,66,15,0.255,0.374,0.295
渡邉大樹,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
渡部遼人,32,52,41,7,7,2,0,0,9,1,2,1,2,1,8,0,0,7,1,0.171,0.22,0.3
