選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アドゥワ誠,20,32,29,1,1,0,0,0,1,0,0,0,3,0,0,0,0,14,0,0.034,0.034,0.034
會澤翼,57,159,150,9,28,6,0,0,34,13,0,0,0,0,7,1,2,43,6,0.187,0.227,0.233
秋山翔吾,138,587,547,60,158,20,1,4,192,30,6,5,2,4,29,3,5,96,6,0.289,0.351,0.328
石原貴規,56,139,122,11,28,6,0,3,43,11,0,0,5,2,5,1,5,22,1,0.23,0.352,0.284
磯村嘉孝,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.0,0.1
上本崇司,62,146,129,16,27,2,0,0,29,7,0,2,9,0,4,0,4,24,3,0.209,0.225,0.255
宇草孔基,41,75,66,10,16,2,0,3,27,8,3,1,3,0,4,0,2,22,1,0.242,0.409,0.306
内田湘大,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333
遠藤淳志,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大瀬良大地,25,45,42,0,2,0,0,0,2,0,0,0,3,0,0,0,0,21,2,0.048,0.048,0.048
大道温貴,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大盛穂,74,35,31,7,7,2,0,0,9,4,2,1,2,0,2,0,0,10,0,0.226,0.29,0.273
河野佳,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
菊池涼介,136,497,453,27,109,19,0,9,155,38,2,2,17,1,25,3,1,69,9,0.241,0.342,0.281
久保修,19,18,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0.059,0.059,0.111
九里亜蓮,23,39,31,0,0,0,0,0,0,2,0,0,7,1,0,0,0,18,0,0.0,0.0,0.0
栗林良吏,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
黒原拓未,53,2,1,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1.0,3.0,1.0
ケムナ誠,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
コルニエル,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小園海斗,143,588,540,52,151,15,3,2,178,61,13,9,7,5,30,6,6,53,6,0.28,0.33,0.322
坂倉将吾,121,462,427,43,119,19,1,12,176,44,3,2,1,2,31,3,1,80,7,0.279,0.412,0.328
佐藤啓介,7,17,15,1,2,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0.133,0.133,0.235
シャイナー,12,31,30,1,4,1,0,1,8,5,0,0,0,0,1,0,0,9,1,0.133,0.267,0.161
島内颯太郎,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
末包昇大,79,304,286,22,68,14,0,9,109,37,1,2,0,0,12,0,6,85,6,0.238,0.381,0.283
髙太一,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋昂也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
滝田一希,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
田中広輔,66,108,96,5,15,2,0,2,23,7,1,1,0,2,9,0,1,26,2,0.156,0.24,0.231
玉村昇悟,15,19,18,1,3,0,0,0,3,2,0,0,1,0,0,0,0,9,1,0.167,0.167,0.167
田村俊介,37,106,101,4,20,3,2,0,27,5,1,1,1,0,3,1,1,27,2,0.198,0.267,0.229
