選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
長坂拳弥,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0
中野拓夢,143,634,547,63,127,20,2,1,154,32,6,7,35,1,46,0,5,97,10,0.232,0.282,0.297
西純矢,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西勇輝,21,39,38,1,7,1,0,0,8,4,0,0,1,0,0,0,0,13,0,0.184,0.211,0.184
ノイジー,49,149,134,8,31,5,0,1,39,8,1,0,0,1,14,1,0,16,9,0.231,0.291,0.302
野口恭佑,26,61,53,6,10,0,0,0,10,5,0,0,0,1,5,0,2,12,1,0.189,0.189,0.279
浜地真澄,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
原口文仁,52,65,58,5,14,1,0,2,21,9,1,0,0,0,5,0,2,14,0,0.241,0.362,0.323
ビーズリー,14,23,21,2,0,0,0,0,0,0,0,0,1,0,1,0,0,11,0,0.0,0.0,0.045
前川右京,116,362,324,25,87,16,0,4,115,42,0,0,0,1,27,0,10,50,7,0.269,0.355,0.343
ミエセス,14,19,18,1,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,0.111,0.111,0.158
村上頌樹,25,48,44,0,5,0,0,0,5,3,0,0,3,0,1,0,0,24,0,0.114,0.114,0.133
森下翔太,129,526,458,64,126,24,2,16,202,73,0,2,0,3,53,1,12,78,13,0.275,0.441,0.363
門別啓人,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
渡邉諒,67,137,123,7,32,5,0,2,43,11,0,1,0,2,11,0,1,34,2,0.26,0.35,0.321
