選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
青柳晃洋,12,18,12,0,0,0,0,0,0,2,0,0,4,1,1,0,0,5,0,0.0,0.0,0.071
石井大智,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石黒佑弥,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤将司,18,22,18,2,1,0,0,0,1,0,0,0,4,0,0,0,0,11,0,0.056,0.056,0.056
糸原健斗,89,128,111,8,24,2,0,0,26,9,0,0,0,1,15,0,1,20,3,0.216,0.234,0.313
井上広大,23,55,52,5,11,2,0,3,22,8,1,1,0,0,3,0,0,20,0,0.212,0.423,0.255
岩崎優,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岩貞祐太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
植田海,59,11,11,11,3,0,1,0,5,3,4,1,0,0,0,0,0,3,0,0.273,0.455,0.273
梅野隆太郎,95,318,268,18,56,9,0,0,65,15,0,1,17,2,30,3,1,84,6,0.209,0.243,0.289
漆原大晟,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大竹耕太郎,24,51,46,2,8,1,0,0,9,3,0,0,5,0,0,0,0,22,2,0.174,0.196,0.174
大山悠輔,130,545,483,63,125,18,0,14,185,68,0,4,0,3,52,3,7,88,19,0.259,0.383,0.338
岡留英貴,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野寺暖,25,29,27,3,4,0,1,0,6,0,0,0,1,0,0,0,1,10,0,0.148,0.222,0.179
小幡竜平,50,135,116,12,28,3,1,1,36,9,2,3,7,0,12,1,0,27,1,0.241,0.31,0.313
及川雅貴,9,6,6,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5
加治屋蓮,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
川原陸,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
木浪聖也,116,409,359,27,77,13,1,1,95,35,1,0,13,1,32,4,4,64,17,0.214,0.265,0.285
桐敷拓馬,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
熊谷敬宥,32,9,8,2,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0.125,0.125,0.125
ゲラ,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
才木浩人,25,52,40,1,3,1,0,0,4,1,0,0,7,0,5,0,0,25,1,0.075,0.1,0.178
榮枝裕貴,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
坂本誠志郎,64,218,193,11,43,3,0,0,46,12,0,0,10,1,12,0,2,38,6,0.223,0.238,0.274
佐藤輝明,120,496,451,58,121,21,4,16,198,70,0,2,0,4,36,2,5,133,11,0.268,0.439,0.327
佐藤蓮,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
島田海吏,62,94,80,8,22,2,0,0,24,2,5,3,3,0,10,0,1,16,2,0.275,0.3,0.363
島本浩也,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙橋遥人,5,12,9,0,2,0,0,0,2,0,0,0,2,0,1,0,0,5,0,0.222,0.222,0.3
近本光司,141,639,562,71,160,16,5,6,204,45,19,9,0,4,68,5,5,93,7,0.285,0.363,0.365
富田蓮,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
豊田寛,11,19,19,1,4,1,0,0,5,0,0,0,0,0,0,0,0,5,2,0.211,0.263,0.211
