選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
石垣雅海,9,10,10,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0.2,0.3,0.2
石川昂弥,82,275,254,17,69,16,0,4,97,25,0,0,0,2,17,0,2,37,9,0.272,0.382,0.32
石橋康太,11,29,24,1,5,2,0,0,7,3,0,0,3,1,1,1,0,7,1,0.208,0.292,0.231
板山祐太郎,65,194,178,11,42,4,3,3,61,13,1,1,1,1,14,2,0,36,9,0.236,0.343,0.29
岩嵜翔,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
上林誠知,46,102,94,6,18,1,1,1,24,3,0,0,1,0,7,1,0,22,0,0.191,0.255,0.248
鵜飼航丞,12,27,27,1,5,2,0,0,7,3,0,0,0,0,0,0,0,10,1,0.185,0.259,0.185
宇佐見真吾,61,164,152,7,46,8,0,3,63,17,0,0,1,2,9,0,0,38,5,0.303,0.414,0.337
梅津晃大,14,19,18,1,2,0,0,0,2,0,0,0,1,0,0,0,0,9,0,0.111,0.111,0.111
梅野雄吾,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大島洋平,75,125,116,7,23,6,0,0,29,5,1,1,0,0,9,1,0,11,0,0.198,0.25,0.256
大野雄大,9,15,12,1,1,0,0,0,1,1,0,0,2,0,1,0,0,7,0,0.083,0.083,0.154
小笠原慎之介,24,44,36,0,3,0,0,0,3,0,0,0,7,0,1,0,0,17,0,0.083,0.083,0.108
岡林勇希,123,460,425,34,109,10,3,0,125,12,10,7,6,0,29,2,0,62,2,0.256,0.294,0.304
尾田剛樹,65,12,11,8,0,0,0,0,0,0,4,5,1,0,0,0,0,4,0,0.0,0.0,0.0
カリステ,114,393,372,30,97,11,1,7,131,36,2,2,3,3,15,3,0,67,9,0.261,0.352,0.287
勝野昌慶,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
加藤匠馬,86,133,123,5,21,3,2,0,28,5,0,0,8,0,2,0,0,41,4,0.171,0.228,0.184
川越誠司,27,75,71,4,19,3,0,2,28,7,0,0,0,0,4,0,0,17,2,0.268,0.394,0.307
木下拓哉,74,203,180,11,41,4,0,3,54,9,0,0,14,0,9,0,0,26,9,0.228,0.3,0.265
後藤駿太,29,35,32,1,4,0,0,0,4,1,0,0,1,0,2,0,0,9,0,0.125,0.125,0.176
齋藤綱記,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
清水達也,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
祖父江大輔,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋周平,60,190,173,8,45,6,0,2,57,16,0,1,3,0,13,2,1,40,7,0.26,0.329,0.316
