選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
髙橋宏斗,21,46,39,4,3,1,0,0,4,1,0,0,6,0,1,0,0,13,0,0.077,0.103,0.1
田島慎二,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中幹也,112,343,313,26,70,8,2,2,88,23,5,1,10,0,20,1,0,46,3,0.224,0.281,0.27
辻本倫太郎,13,20,18,0,3,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0.167,0.167,0.211
ディカーソン,32,102,88,9,18,4,0,3,31,5,1,0,0,0,12,2,2,19,2,0.205,0.352,0.314
中島宏之,15,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,1,0.0,0.0,0.133
中田翔,62,225,212,15,46,10,0,4,68,21,0,0,0,3,9,2,1,34,9,0.217,0.321,0.249
仲地礼亜,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
根尾昂,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.5,1.0,0.5
橋本侑樹,47,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
土生翔太,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
ビシエド,15,46,43,2,9,1,0,1,13,2,0,0,0,0,2,1,1,3,3,0.209,0.302,0.261
樋口正修,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0
フェリス,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ブライト健太,35,51,46,3,11,0,0,2,17,3,0,0,0,0,5,0,0,16,0,0.239,0.37,0.314
福敬登,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
福谷浩司,8,10,9,0,2,1,0,0,3,2,0,0,1,0,0,0,0,1,1,0.222,0.333,0.222
福永裕基,111,402,363,40,111,22,2,6,155,32,9,3,4,2,27,1,6,82,4,0.306,0.427,0.362
藤嶋健人,50,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
細川成也,143,600,534,59,156,30,0,23,255,67,0,1,0,1,60,3,5,159,13,0.292,0.478,0.368
マルティネス,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松木平優太,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0
松葉貴大,17,30,24,1,5,0,0,0,5,2,0,0,6,0,0,0,0,8,0,0.208,0.208,0.208
松山晋也,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
味谷大誠,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
三好大倫,37,90,82,6,18,2,1,0,22,4,0,0,1,1,5,0,1,22,2,0.22,0.268,0.27
村松開人,109,418,371,35,102,14,3,1,125,25,3,4,14,3,26,1,4,81,7,0.275,0.337,0.327
メヒア,15,17,11,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0.0,0.0,0.083
柳裕也,13,24,20,1,4,2,0,0,6,0,0,0,3,0,1,0,0,8,0,0.2,0.3,0.238
山浅龍之介,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山本泰寛,79,179,156,14,39,3,0,1,45,9,1,1,6,2,15,0,0,33,1,0.25,0.288,0.312
龍空,17,45,44,1,7,1,0,0,8,2,1,0,0,0,1,0,0,11,0,0.159,0.182,0.178
ロドリゲス,23,59,54,3,7,0,0,0,7,1,0,0,3,0,2,0,0,16,0,0.13,0.13,0.161
涌井秀章,16,24,22,1,1,1,0,0,2,0,0,0,1,0,1,0,0,9,1,0.045,0.091,0.087
