選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
ケイ,24,46,38,1,0,0,0,0,0,1,0,0,5,0,3,0,0,22,0,0.0,0.0,0.073
小園健太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
坂本裕哉,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木千隼,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐野恵太,139,566,524,51,143,34,0,8,201,62,0,0,0,3,35,3,4,53,17,0.273,0.384,0.322
ジャクソン,25,51,41,1,4,0,0,0,4,1,0,0,8,0,2,0,0,28,1,0.098,0.098,0.14
柴田竜拓,82,34,23,4,6,0,0,0,6,2,1,0,7,0,3,1,1,7,0,0.261,0.261,0.37
関根大気,79,142,128,14,29,2,0,0,31,4,2,3,1,0,11,0,2,19,2,0.227,0.242,0.298
平良拳太郎,4,10,10,2,2,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0.2,0.2,0.2
知野直人,24,22,18,3,2,1,0,0,3,2,1,0,0,0,4,0,0,4,1,0.111,0.167,0.273
筒香嘉智,57,168,149,12,28,6,3,7,61,23,0,0,0,1,16,1,2,51,5,0.188,0.409,0.274
ディアス,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
徳山壮磨,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
戸柱恭孝,46,97,90,4,22,4,0,0,26,4,0,0,1,0,5,0,1,15,5,0.244,0.289,0.292
中川虎大,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中川颯,29,14,12,1,3,0,0,1,6,3,0,0,2,0,0,0,0,3,0,0.25,0.5,0.25
西浦直亨,8,17,15,3,4,0,1,0,6,1,0,0,0,0,2,1,0,5,2,0.267,0.4,0.353
濵口遥大,11,15,14,1,3,0,0,0,3,0,0,0,0,0,1,0,0,7,0,0.214,0.214,0.267
林琢真,63,114,102,11,17,5,1,0,24,7,6,3,2,1,8,2,1,24,2,0.167,0.235,0.232
フォード,6,22,20,1,4,0,0,1,7,2,0,0,0,0,2,0,0,2,0,0.2,0.35,0.273
堀岡隼人,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
牧秀悟,133,561,517,76,152,33,0,23,254,74,11,0,0,2,37,5,5,59,13,0.294,0.491,0.346
松尾汐恩,27,40,38,3,8,3,0,0,11,1,0,0,0,0,1,0,1,8,1,0.211,0.289,0.25
松本隆之介,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0
松本凌人,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
三嶋一輝,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮城滝太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮﨑敏郎,125,469,410,49,116,24,0,14,182,56,1,1,0,1,52,11,6,29,9,0.283,0.444,0.371
森敬斗,71,200,187,16,47,12,1,0,61,5,8,6,0,1,12,2,0,43,4,0.251,0.326,0.295
森唯斗,14,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0.25,0.25,0.25
森原康平,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山﨑康晃,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大和,42,94,81,4,20,1,0,0,21,3,1,0,4,3,5,0,1,12,3,0.247,0.259,0.289
山本祐大,108,403,358,29,104,14,2,5,137,37,1,1,9,6,27,1,3,41,12,0.291,0.383,0.34
吉野光樹,7,13,9,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,0.0,0.0,0.182
度会隆輝,75,272,251,21,64,7,1,3,82,24,2,2,1,1,12,0,7,43,6,0.255,0.327,0.306
