選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東克樹,26,63,51,3,5,0,0,0,5,1,0,0,8,0,4,0,0,16,1,0.098,0.098,0.164
東妻純平,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5
石上泰輝,26,79,71,3,13,4,0,0,17,3,2,0,2,0,6,2,0,17,3,0.183,0.239,0.247
石川達也,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石田健大,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0.083,0.083,0.083
石田裕太郎,12,18,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0.0,0.0,0.0
伊勢大夢,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤光,39,94,88,7,18,4,0,1,25,14,0,0,0,0,4,0,2,24,1,0.205,0.284,0.255
井上絢登,25,48,42,2,8,5,0,0,13,4,1,0,2,0,2,1,2,8,1,0.19,0.31,0.261
ウィック,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
ウェンデルケン,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
蝦名達夫,76,253,223,28,57,13,0,3,79,17,3,7,6,1,17,1,6,51,1,0.256,0.354,0.324
オースティン,106,445,396,66,125,34,2,25,238,69,0,1,0,4,45,2,0,88,12,0.316,0.601,0.382
大貫晋一,15,30,24,1,2,0,0,0,2,0,0,0,5,0,1,0,0,9,0,0.083,0.083,0.12
梶原昂希,91,351,339,49,99,16,3,4,133,30,16,2,1,0,7,3,4,98,2,0.292,0.392,0.314
神里和毅,25,25,23,3,3,0,0,0,3,0,2,0,0,0,1,0,1,12,0,0.13,0.13,0.2
上茶谷大河,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
京田陽太,101,236,216,18,53,7,1,1,65,27,3,1,4,3,13,2,0,43,4,0.245,0.301,0.284
京山将弥,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
楠本泰史,18,31,29,0,5,1,0,0,6,5,0,0,0,0,1,0,1,5,0,0.172,0.207,0.226
桑原将志,106,321,285,35,77,12,0,5,104,24,8,0,9,4,19,0,4,42,6,0.27,0.365,0.321
