選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
菅野智之,24,53,45,1,4,0,0,0,4,0,0,0,6,0,2,0,0,26,1,0.089,0.089,0.128
大勢,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高梨雄平,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋礼,11,13,13,1,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0.154,0.154,0.154
立岡宗一郎,48,99,84,12,18,0,0,0,18,8,3,2,4,0,11,1,0,19,0,0.214,0.214,0.305
田中千晴,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
長野久義,54,98,89,5,23,3,1,0,28,14,1,1,0,0,9,1,0,25,2,0.258,0.315,0.327
戸郷翔征,26,56,39,1,2,0,0,0,2,2,0,0,16,0,1,0,0,21,1,0.051,0.051,0.075
中川皓太,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中山礼都,32,48,44,2,14,3,0,0,17,2,0,0,0,0,4,0,0,12,1,0.318,0.386,0.375
西舘勇陽,28,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0
バルドナード,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
萩尾匡也,56,163,149,13,32,8,2,2,50,12,0,2,1,1,11,1,1,41,4,0.215,0.336,0.272
畠世周,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
馬場皐輔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
船迫大雅,51,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
ヘルナンデス,56,240,221,34,65,11,0,8,100,30,0,1,0,1,15,1,3,58,8,0.294,0.452,0.346
平内龍太,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
堀田賢慎,17,11,9,0,1,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0.111,0.111,0.111
増田大輝,40,38,30,4,6,1,1,0,9,4,4,1,7,0,1,0,0,6,1,0.2,0.3,0.226
増田陸,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.167
又木鉄平,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
松井颯,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松原聖弥,9,16,13,1,2,0,0,0,2,2,0,0,0,0,3,0,0,5,0,0.154,0.154,0.313
丸佳浩,138,595,525,51,146,18,1,14,208,45,8,4,0,2,65,5,3,93,9,0.278,0.396,0.36
メンデス,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
モンテス,46,159,151,14,41,15,0,1,59,14,1,0,0,0,7,2,1,21,3,0.272,0.391,0.308
山﨑伊織,24,53,44,1,6,2,0,0,8,4,0,0,8,0,1,0,0,19,0,0.136,0.182,0.156
山瀬慎之助,2,6,6,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333
湯浅大,19,7,6,2,1,0,0,0,1,2,0,1,1,0,0,0,0,2,0,0.167,0.167,0.167
横川凱,12,8,4,0,1,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0.25,0.25,0.25
吉川尚輝,143,602,536,65,154,25,4,5,202,46,12,5,13,6,41,2,6,61,8,0.287,0.377,0.341
若林楽人,27,44,42,3,9,1,1,1,15,7,1,0,0,0,1,0,1,11,0,0.214,0.357,0.25
