選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
赤星優志,21,16,12,0,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,0.0,0.0,0.0
秋広優人,26,48,46,5,12,1,0,0,13,1,1,0,0,0,2,0,0,12,1,0.261,0.283,0.292
浅野翔吾,40,158,146,18,35,11,2,3,59,18,1,0,2,1,7,1,2,27,2,0.24,0.404,0.282
泉口友汰,66,185,164,10,33,6,1,1,44,9,1,0,3,0,18,1,0,24,2,0.201,0.268,0.28
泉圭輔,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤優輔,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
井上温大,25,34,28,1,4,0,0,0,4,2,0,0,5,0,1,0,0,9,0,0.143,0.143,0.172
今村信貴,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ウレーニャ,7,8,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.0,0.125
オコエ瑠偉,68,157,138,16,36,9,0,3,54,13,4,0,8,1,9,0,1,35,3,0.261,0.391,0.309
大江竜聖,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大城卓三,96,321,283,19,72,17,0,3,98,27,0,0,0,4,31,2,3,62,3,0.254,0.346,0.33
岡田悠希,4,9,7,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0.143,0.143,0.333
岡本和真,143,611,535,70,150,37,0,27,268,83,1,1,0,5,66,10,5,97,5,0.28,0.501,0.362
梶谷隆幸,6,17,16,2,3,0,0,1,6,2,0,0,0,0,1,0,0,4,1,0.188,0.375,0.235
門脇誠,129,405,350,29,85,9,1,0,96,21,9,3,16,0,37,7,2,63,3,0.243,0.274,0.319
岸田行倫,88,298,269,22,65,10,1,4,89,26,2,2,9,2,14,0,4,43,11,0.242,0.331,0.287
喜多隆介,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
京本眞,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
グリフィン,20,35,30,0,3,2,0,0,5,2,0,0,5,0,0,0,0,11,0,0.1,0.167,0.1
ケラー,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
郡拓也,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
小林誠司,42,123,105,4,16,3,0,1,22,8,1,0,7,0,9,2,2,18,1,0.152,0.21,0.233
坂本勇人,109,426,395,34,94,14,0,7,129,34,1,0,0,3,27,1,1,72,14,0.238,0.327,0.286
佐々木俊輔,59,156,143,13,33,5,1,0,40,6,2,1,3,1,9,0,0,44,3,0.231,0.28,0.275
重信慎之介,33,18,15,6,1,0,0,0,1,0,6,1,0,0,3,0,0,6,0,0.067,0.067,0.222
