選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アルカンタラ,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
青柳晃洋,24,54,50,2,7,0,0,0,7,2,0,0,3,0,1,0,0,26,1,0.14,0.14,0.157
秋山拓巳,5,9,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0.0,0.0,0.0
石井大智,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
板山祐太郎,14,9,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0.125,0.125,0.222
糸井嘉男,62,182,163,12,37,3,0,3,49,22,0,0,0,1,16,2,2,29,3,0.227,0.301,0.302
伊藤将司,20,46,33,1,4,1,0,0,5,5,0,0,11,0,2,0,0,19,1,0.121,0.152,0.171
糸原健斗,132,495,445,31,110,12,1,3,133,36,2,3,6,4,35,1,5,48,7,0.247,0.299,0.307
井上広大,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
岩崎優,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岩貞祐太,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ウィルカーソン,14,18,15,0,1,0,0,0,1,1,0,0,3,0,0,0,0,7,0,0.067,0.067,0.067
植田海,57,14,12,10,3,0,0,0,3,1,4,2,0,0,2,0,0,1,0,0.25,0.25,0.357
梅野隆太郎,100,331,294,26,67,2,1,4,83,25,2,1,6,1,30,5,0,77,16,0.228,0.282,0.298
江越大賀,24,5,4,4,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0.0,0.0,0.2
大山悠輔,124,510,439,54,117,18,1,23,206,87,0,1,1,5,59,5,6,103,17,0.267,0.469,0.358
小川一平,6,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0.0,0.0,0.0
尾仲祐哉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野泰己,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野寺暖,32,45,44,3,6,1,1,1,12,7,0,0,0,0,1,0,0,12,3,0.136,0.273,0.156
小幡竜平,49,73,69,7,13,1,0,1,17,5,0,0,1,1,2,0,0,21,0,0.188,0.246,0.208
及川雅貴,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ガンケル,16,27,24,1,7,2,0,0,9,2,0,0,2,0,1,0,0,10,0,0.292,0.375,0.32
加治屋蓮,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
片山雄哉,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
木浪聖也,41,101,93,6,19,4,0,1,26,6,0,0,2,0,5,0,1,19,2,0.204,0.28,0.253
桐敷拓馬,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
熊谷敬宥,63,52,45,8,7,0,0,0,7,3,7,5,6,1,0,0,0,10,0,0.156,0.156,0.152
ケラー,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小林慶祐,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
才木浩人,9,19,16,0,1,0,0,0,1,0,0,0,2,0,1,0,0,11,0,0.063,0.063,0.118
齋藤友貴哉,20,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0
榮枝裕貴,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
坂本誠志郎,60,151,127,5,24,3,0,0,27,6,0,0,7,0,13,2,4,26,1,0.189,0.213,0.285
佐藤輝明,143,603,541,70,143,35,8,20,254,84,11,3,0,7,51,5,4,137,5,0.264,0.47,0.328
島田海吏,123,339,311,36,82,7,2,0,93,17,21,5,9,1,15,0,3,56,3,0.264,0.299,0.303
島本浩也,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙寺望夢,8,27,23,0,3,3,0,0,6,2,1,0,1,1,2,0,0,5,0,0.13,0.261,0.192
髙山俊,38,56,53,1,10,2,0,0,12,0,2,0,1,0,2,0,0,12,0,0.189,0.226,0.218
