選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
近本光司,132,580,525,71,154,16,3,3,185,34,30,5,6,1,41,0,7,63,7,0.293,0.352,0.352
豊田寛,5,9,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,0.0,0.0,0.125
長坂拳弥,27,46,40,2,7,1,1,0,10,1,0,0,6,0,0,0,0,16,2,0.175,0.25,0.175
中野拓夢,135,610,569,69,157,16,3,6,197,25,23,7,19,1,18,0,3,89,9,0.276,0.346,0.301
西純矢,14,26,26,1,6,1,0,1,10,4,0,0,0,0,0,0,0,8,0,0.231,0.385,0.231
西勇輝,23,49,42,1,2,0,0,0,2,0,0,0,6,0,1,0,0,17,0,0.048,0.048,0.07
馬場皐輔,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
浜地真澄,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
原口文仁,33,83,71,5,23,2,0,2,31,10,0,0,1,2,9,0,0,5,1,0.324,0.437,0.39
藤浪晋太郎,16,22,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0.0,0.0,0.0
北條史也,32,48,43,5,8,1,0,1,12,7,0,0,2,1,2,0,0,6,1,0.186,0.279,0.217
マルテ,33,102,90,8,23,1,0,1,27,11,0,0,0,2,8,0,2,19,1,0.256,0.3,0.324
森木大智,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
山本泰寛,86,203,181,19,45,4,0,2,55,15,3,3,10,1,10,0,1,42,1,0.249,0.304,0.29
湯浅京己,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
陽川尚将,45,75,68,6,20,6,0,1,29,6,0,0,1,0,4,0,2,20,0,0.294,0.426,0.351
ロドリゲス,24,70,65,5,10,2,0,2,18,9,0,0,0,1,2,0,2,17,4,0.154,0.277,0.2
ロハス・ジュニア,89,211,183,19,41,7,0,9,75,27,0,0,0,1,22,1,5,53,4,0.224,0.41,0.322
渡邉雄大,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
