選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
長野久義,58,134,123,11,26,5,0,3,40,15,2,0,0,1,10,0,0,34,3,0.211,0.325,0.269
堂林翔太,101,274,255,25,62,16,0,8,102,28,1,2,5,1,11,0,2,82,6,0.243,0.4,0.279
床田寛樹,17,38,32,0,6,1,0,0,7,2,0,0,6,0,0,0,0,7,1,0.188,0.219,0.188
中﨑翔太,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中村健人,63,137,121,12,29,3,0,3,41,10,0,0,7,1,8,2,0,31,1,0.24,0.339,0.285
中村奨成,27,58,57,1,11,2,0,0,13,5,0,2,0,0,1,0,0,8,0,0.193,0.228,0.207
西川龍馬,97,424,390,60,123,19,3,10,178,53,2,2,0,2,30,4,2,74,8,0.315,0.456,0.366
韮澤雄也,7,12,10,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.1,0.1,0.182
野間峻祥,85,338,317,42,99,21,3,0,126,16,7,5,4,0,16,0,1,53,5,0.312,0.397,0.347
野村祐輔,9,12,11,1,1,0,0,0,1,2,0,0,1,0,0,0,0,4,0,0.091,0.091,0.091
羽月隆太郎,44,99,94,10,23,5,2,0,32,10,2,3,1,0,4,1,0,17,1,0.245,0.34,0.276
フランスア,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
藤井黎來,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
塹江敦哉,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マクブルーム,128,508,448,57,122,25,0,17,198,74,0,0,0,3,52,2,5,105,13,0.272,0.442,0.352
松本竜也,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松山竜平,88,166,152,9,33,7,0,2,46,23,0,0,0,3,11,1,0,22,2,0.217,0.303,0.265
三好匠,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
持丸泰輝,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
森翔平,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
森浦大輔,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森下暢仁,27,65,58,4,11,2,1,0,15,7,0,0,6,0,1,0,0,14,0,0.19,0.259,0.203
矢崎拓也,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
矢野雅哉,55,78,67,11,13,0,0,2,19,5,0,1,3,0,7,0,1,21,0,0.194,0.284,0.28
薮田和樹,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
