選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アンダーソン,13,17,14,0,1,0,0,0,1,0,0,0,3,0,0,0,0,8,0,0.071,0.071,0.071
會澤翼,98,325,290,18,60,10,0,3,79,33,0,0,2,4,23,0,6,49,11,0.207,0.272,0.276
秋山翔吾,44,174,155,19,41,6,1,5,64,26,0,0,0,2,11,0,6,34,6,0.265,0.413,0.333
石原貴規,9,16,13,0,2,0,0,0,2,0,0,0,2,0,1,0,0,3,1,0.154,0.154,0.214
磯村嘉孝,43,126,114,18,27,5,0,3,41,15,0,0,3,0,7,0,2,20,4,0.237,0.36,0.293
一岡竜司,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
上本崇司,94,300,261,36,80,9,1,2,97,18,2,1,10,0,21,5,8,31,8,0.307,0.372,0.376
宇草孔基,45,98,88,6,18,2,0,1,23,6,0,1,1,0,4,0,5,23,2,0.205,0.261,0.278
遠藤淳志,20,32,30,0,2,0,0,0,2,4,0,0,2,0,0,0,0,13,2,0.067,0.067,0.067
大瀬良大地,23,48,39,1,6,0,0,0,6,2,0,0,7,0,2,0,0,18,0,0.154,0.154,0.195
大道温貴,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.5
大盛穂,52,76,69,8,14,2,2,1,23,3,0,2,0,0,6,0,1,17,2,0.203,0.333,0.276
菊池保則,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
菊池涼介,123,522,462,51,121,25,1,6,166,45,2,3,32,2,24,0,2,70,7,0.262,0.359,0.3
九里亜蓮,26,44,35,2,1,0,0,0,1,0,0,0,8,0,1,0,0,14,2,0.029,0.029,0.056
栗林良吏,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
黒原拓未,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ケムナ誠,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
コルニエル,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小園海斗,127,511,473,57,126,12,6,7,171,38,2,2,8,5,24,2,1,76,11,0.266,0.362,0.3
小林樹斗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
坂倉将吾,143,599,539,73,155,18,3,16,227,68,2,1,0,4,46,3,10,81,14,0.288,0.421,0.352
島内颯太郎,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
白濱裕太,4,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0.0,0.0,0.0
末包昇大,31,80,77,9,23,3,1,2,34,14,0,0,0,2,1,0,0,20,2,0.299,0.442,0.3
曽根海成,44,7,6,9,0,0,0,0,0,0,4,3,1,0,0,0,0,3,0,0.0,0.0,0.0
ターリー,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中広輔,41,45,40,2,8,1,1,0,11,1,0,1,0,1,3,0,1,14,0,0.2,0.275,0.267
玉村昇悟,9,12,11,0,3,1,0,0,4,1,0,0,1,0,0,0,0,7,0,0.273,0.364,0.273
