選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
愛斗,121,393,366,34,89,19,0,9,135,28,9,4,14,1,10,0,2,70,7,0.243,0.369,0.266
今井達也,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
呉念庭,94,301,260,25,59,9,1,5,85,28,2,0,0,3,37,0,1,54,3,0.227,0.327,0.322
内海哲也,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
エンス,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
オグレディ,123,465,404,42,86,24,0,15,155,46,2,1,0,2,54,3,5,129,8,0.213,0.384,0.312
大曲錬,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岡田雅利,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
金子侑司,44,128,119,12,33,4,2,1,44,4,3,3,1,0,8,0,0,25,0,0.277,0.37,0.323
川越誠司,50,159,139,10,36,7,2,2,53,14,2,2,0,1,18,1,1,41,1,0.259,0.381,0.346
川野涼多,5,8,7,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0.143,0.143,0.125
岸潤一郎,45,83,73,10,15,1,2,2,26,7,1,1,2,0,5,0,3,9,0,0.205,0.356,0.284
熊代聖人,43,14,10,6,2,0,0,0,2,0,0,1,4,0,0,0,0,4,0,0.2,0.2,0.2
公文克彦,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
栗山巧,89,267,239,20,63,14,0,3,86,29,0,1,0,4,23,1,1,57,9,0.264,0.36,0.326
源田壮亮,108,456,414,39,110,8,8,2,140,17,12,4,11,0,30,0,1,72,6,0.266,0.338,0.317
古賀悠斗,26,71,58,3,9,2,0,1,14,4,0,0,3,1,9,1,0,16,1,0.155,0.241,0.265
齊藤誠人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木健,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐藤隼輔,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
佐野泰雄,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ジャンセン・ウィティ,35,128,120,8,23,5,0,2,34,13,1,0,0,2,6,0,0,36,7,0.192,0.283,0.227
スミス,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鈴木将平,58,227,212,14,53,10,1,1,68,13,1,4,5,1,9,0,0,24,2,0.25,0.321,0.279
隅田知一郎,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
平良海馬,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高木渉,13,44,36,0,4,0,0,0,4,1,0,1,3,1,4,0,0,14,0,0.111,0.111,0.195
髙橋光成,26,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
滝澤夏央,48,91,85,13,19,2,1,0,23,4,1,1,2,0,4,0,0,21,2,0.224,0.271,0.258
田村伊知郎,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柘植世那,42,118,104,5,18,5,0,1,26,5,0,1,9,1,4,0,0,33,2,0.173,0.25,0.202
十亀剣,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
戸川大輔,6,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,0.143
外崎修汰,132,547,478,54,103,25,3,12,170,47,10,6,11,3,52,0,3,113,12,0.215,0.356,0.295
中熊大智,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中村剛也,88,294,276,24,54,8,0,12,98,31,0,0,0,1,14,0,3,76,7,0.196,0.355,0.241
中山誠吾,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
西川愛也,35,30,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0.0,0.0,0.0
長谷川信哉,37,68,65,6,12,4,0,0,16,3,2,1,0,0,3,0,0,21,1,0.185,0.246,0.221
平井克典,30,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.5
平沼翔太,30,88,73,8,19,1,1,1,25,3,4,0,1,2,11,0,1,14,1,0.26,0.342,0.356
ボー・タカハシ,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
本田圭佑,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
牧野翔矢,11,32,29,3,4,0,1,0,6,2,0,1,1,0,2,0,0,7,1,0.138,0.207,0.194
増田達至,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本航,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
水上由伸,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮川哲,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森友哉,102,412,366,45,92,21,3,8,143,38,2,1,3,1,41,0,1,66,11,0.251,0.391,0.328
森脇亮介,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山川穂高,129,528,448,62,119,17,0,41,259,90,0,0,0,1,68,13,11,114,12,0.266,0.578,0.375
山田遥楓,74,93,80,6,16,2,0,0,18,9,1,0,4,1,8,0,0,21,0,0.2,0.225,0.27
山野辺翔,30,35,33,7,5,3,0,0,8,1,3,1,0,0,1,0,1,4,0,0.152,0.242,0.2
與座海人,20,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0
若林楽人,28,95,87,5,18,0,0,0,18,3,3,1,2,0,4,0,2,34,0,0.207,0.207,0.258
渡邉勇太朗,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
