選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
祖父江大輔,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
タバーレス,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高橋周平,78,290,265,18,66,7,1,2,81,21,1,1,1,1,16,0,7,43,8,0.249,0.306,0.308
髙橋宏斗,19,44,37,1,4,1,0,0,5,4,0,0,7,0,0,0,0,12,2,0.108,0.135,0.108
髙松渡,51,14,14,17,1,0,0,0,1,0,5,3,0,0,0,0,0,5,0,0.071,0.071,0.071
滝野要,11,10,10,1,3,0,0,0,3,0,1,1,0,0,0,0,0,3,0,0.3,0.3,0.3
田島慎二,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
谷元圭介,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
土田龍空,62,229,210,15,52,7,1,0,61,12,3,2,6,2,7,3,4,43,7,0.248,0.29,0.283
堂上直倫,16,18,18,0,5,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0.278,0.278,0.278
根尾昂,49,46,40,2,8,2,0,0,10,4,0,0,1,0,5,0,0,9,1,0.2,0.25,0.289
橋本侑樹,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
ビシエド,129,532,483,52,142,27,0,14,211,63,1,1,0,2,40,2,7,59,20,0.294,0.437,0.355
平田良介,51,83,75,8,15,3,0,1,21,10,0,0,0,0,7,0,1,20,2,0.2,0.28,0.277
福敬登,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田永将,25,29,28,1,6,1,0,1,10,2,0,0,0,0,1,0,0,7,0,0.214,0.357,0.241
福谷浩司,5,10,8,0,2,0,0,0,2,1,0,0,1,0,1,0,0,2,0,0.25,0.25,0.333
福留孝介,23,30,24,0,1,1,0,0,2,3,0,0,0,2,4,0,0,11,0,0.042,0.083,0.167
福元悠真,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25
藤嶋健人,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マルク,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ａ．マルティネス,82,286,254,29,70,15,1,8,111,24,1,1,0,2,23,1,7,55,8,0.276,0.437,0.35
Ｒ．マルティネス,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松葉貴大,19,32,24,0,2,1,0,0,3,2,0,0,8,0,0,0,0,11,0,0.083,0.125,0.083
溝脇隼人,87,157,139,7,35,5,1,0,42,9,2,1,8,2,8,0,0,26,2,0.252,0.302,0.289
三ツ俣大樹,58,154,123,6,26,8,0,0,34,10,1,0,13,1,16,1,1,39,4,0.211,0.276,0.305
三好大倫,45,61,55,7,12,2,1,1,19,2,6,0,4,0,2,0,0,16,0,0.218,0.345,0.246
森博人,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柳裕也,25,50,46,1,4,1,0,0,5,1,0,0,2,1,1,0,0,20,0,0.087,0.109,0.104
山下斐紹,20,24,23,1,3,0,0,1,6,1,0,0,0,0,1,0,0,8,0,0.13,0.261,0.167
山本拓実,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
レビーラ,21,66,64,1,13,2,0,1,18,3,0,0,0,0,2,0,0,30,3,0.203,0.281,0.227
ロドリゲス,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ワカマツ,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.25
渡辺勝,10,9,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.222,0.222,0.222
