選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
阿部寿樹,133,548,486,44,131,31,2,9,193,57,3,1,3,6,49,0,4,105,14,0.27,0.397,0.338
石岡諒太,11,29,25,1,9,0,0,0,9,1,0,0,2,0,1,0,1,6,1,0.36,0.36,0.407
石垣雅海,50,74,68,5,11,0,0,3,20,6,0,0,4,0,2,0,0,28,1,0.162,0.294,0.186
石川昂弥,37,141,129,11,29,7,1,5,53,19,0,0,1,3,7,1,1,29,0,0.225,0.411,0.264
石橋康太,31,75,67,3,12,5,1,0,19,4,0,0,6,0,2,0,0,11,1,0.179,0.284,0.203
伊藤康祐,28,27,26,3,6,3,0,0,9,1,0,0,0,0,1,0,0,5,0,0.231,0.346,0.259
岩嵜翔,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
上田洸太朗,8,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0.0,0.0,0.0
鵜飼航丞,59,195,180,14,37,8,1,4,59,16,1,0,0,1,9,0,5,64,0,0.206,0.328,0.262
大島洋平,109,482,436,48,137,18,1,1,160,20,11,4,3,0,34,5,9,52,1,0.314,0.367,0.376
大野奨太,8,21,17,2,5,0,0,0,5,0,0,1,1,0,3,0,0,4,0,0.294,0.294,0.4
大野雄大,23,48,42,1,2,0,0,0,2,0,0,0,5,0,1,0,0,21,1,0.048,0.048,0.07
小笠原慎之介,22,46,41,3,4,1,0,0,5,0,0,0,3,0,2,0,0,22,0,0.098,0.122,0.14
岡田俊哉,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
岡野祐一郎,4,4,4,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0.5,0.5,0.5
岡林勇希,142,608,553,58,161,25,10,0,206,32,24,6,22,1,29,1,3,67,4,0.291,0.373,0.329
ガルシア,2,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.111,0.111,0.111
笠原祥太郎,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
勝野昌慶,8,16,14,2,3,2,0,1,8,2,0,0,2,0,0,0,0,6,0,0.214,0.571,0.214
桂依央利,10,9,9,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.222,0.222,0.222
加藤翔平,66,31,27,13,6,2,0,1,11,5,3,0,2,0,2,0,0,5,0,0.222,0.407,0.276
木下拓哉,120,466,419,24,103,16,3,6,143,48,2,0,12,6,27,3,1,38,5,0.246,0.341,0.289
京田陽太,43,143,128,11,22,5,1,3,38,8,1,0,2,0,10,3,3,21,1,0.172,0.297,0.248
郡司裕也,33,48,42,0,8,1,0,0,9,0,0,0,0,0,5,0,1,12,4,0.19,0.214,0.292
後藤駿太,35,58,50,3,8,1,2,0,13,4,0,1,2,0,4,1,2,10,0,0.16,0.26,0.25
佐藤優,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
清水達也,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
鈴木博志,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
