選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アンドリース,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
赤星優志,31,19,18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0.056,0.056,0.056
石川慎吾,22,32,29,3,8,3,0,0,11,2,0,0,0,0,3,1,0,9,0,0.276,0.379,0.344
井納翔一,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
井上温大,7,7,5,1,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0.4,0.4,0.4
今村信貴,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
ウィーラー,30,64,56,2,11,2,0,2,19,5,0,1,0,0,8,1,0,7,0,0.196,0.339,0.297
ウォーカー,124,428,406,58,110,28,1,23,209,52,5,0,0,1,18,1,3,98,11,0.271,0.515,0.306
大江竜聖,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大城卓三,115,393,346,24,92,11,1,13,144,43,1,0,9,0,36,4,2,77,10,0.266,0.416,0.339
岡田悠希,33,22,21,2,2,0,0,0,2,0,0,0,0,0,1,0,0,7,0,0.095,0.095,0.136
岡本和真,140,589,520,63,131,21,1,30,244,82,1,1,0,2,58,7,9,94,11,0.252,0.469,0.336
鍵谷陽平,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
香月一也,15,37,35,5,7,2,0,0,9,2,0,0,0,0,2,0,0,8,0,0.2,0.257,0.243
菊地大稀,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岸田行倫,25,38,35,1,9,0,0,0,9,1,0,0,0,0,2,0,1,6,0,0.257,0.257,0.316
喜多隆介,14,9,9,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0.111,0.111,0.111
北村拓己,33,55,52,3,9,1,1,0,12,1,0,0,1,0,1,0,1,16,2,0.173,0.231,0.204
クロール,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鍬原拓也,49,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
小林誠司,60,91,88,4,13,5,0,0,18,5,0,0,2,0,1,0,0,20,2,0.148,0.205,0.157
坂本勇人,83,352,304,35,87,14,0,5,116,33,2,2,0,2,45,6,1,65,3,0.286,0.382,0.378
桜井俊貴,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
シューメーカー,18,28,27,1,2,0,0,0,2,1,0,0,1,0,0,0,0,14,0,0.074,0.074,0.074
重信慎之介,77,128,111,16,24,3,0,0,27,9,7,3,8,0,8,0,1,28,0,0.216,0.243,0.275
菅野智之,23,51,43,0,2,0,0,0,2,1,0,0,7,0,1,0,0,18,1,0.047,0.047,0.068
大勢,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高木京介,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高梨雄平,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
髙橋優貴,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.167,0.167,0.167
立岡宗一郎,54,57,54,11,11,1,0,1,15,3,3,0,0,0,3,0,0,10,0,0.204,0.278,0.246
デラロサ,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
戸郷翔征,25,56,51,1,5,1,0,0,6,5,0,0,4,0,1,0,0,26,1,0.098,0.118,0.115
戸田懐生,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
戸根千明,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
直江大輔,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
中島宏之,62,111,99,5,24,6,0,1,33,20,0,1,0,1,10,0,1,24,5,0.242,0.333,0.315
中田翔,109,375,338,39,91,8,0,24,171,68,0,0,2,4,27,2,4,72,9,0.269,0.506,0.327
中山礼都,50,142,131,8,26,1,0,0,27,3,3,0,5,0,6,0,0,27,2,0.198,0.206,0.234
畠世周,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ビエイラ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
廣岡大志,28,60,50,5,9,3,1,0,14,4,0,0,2,0,7,0,1,16,2,0.18,0.28,0.293
平内龍太,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ポランコ,138,484,438,55,105,21,1,24,200,58,2,3,0,3,42,1,1,109,6,0.24,0.457,0.306
堀田賢慎,8,11,9,1,2,0,0,0,2,0,0,1,0,0,2,0,0,3,0,0.222,0.222,0.364
増田大輝,58,22,20,14,3,1,0,0,4,0,11,4,1,0,1,0,0,5,0,0.15,0.2,0.19
増田陸,69,156,140,15,35,6,0,5,56,16,2,0,2,0,13,1,1,42,3,0.25,0.4,0.318
松原聖弥,50,76,71,7,8,1,1,0,11,4,2,1,1,0,4,0,0,21,2,0.113,0.155,0.16
丸佳浩,143,607,525,81,143,31,1,27,257,65,6,7,1,0,80,1,1,88,8,0.272,0.49,0.37
メルセデス,20,34,29,1,7,1,0,0,8,0,0,0,5,0,0,0,0,7,0,0.241,0.276,0.241
八百板卓丸,39,48,44,4,10,2,0,0,12,0,0,0,0,0,4,0,0,17,0,0.227,0.273,0.292
山口俊,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山﨑伊織,20,33,26,3,6,1,0,0,7,6,0,0,4,0,2,0,1,9,0,0.231,0.269,0.31
