選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東晃平,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
安達了一,65,243,206,19,54,7,1,1,66,18,3,0,8,1,26,0,2,46,3,0.262,0.32,0.349
阿部翔太,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田陵真,6,20,20,0,3,0,0,0,3,1,0,1,0,0,0,0,0,8,0,0.15,0.15,0.15
石岡諒太,17,35,33,3,5,1,0,0,6,0,2,1,1,0,1,0,0,10,0,0.152,0.182,0.176
宇田川優希,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
大下誠一郎,5,10,8,1,2,2,0,0,4,0,0,0,0,0,1,0,1,2,0,0.25,0.5,0.4
大城滉二,57,110,90,9,22,4,0,2,32,6,2,0,8,0,12,0,0,25,2,0.244,0.356,0.333
太田椋,32,101,92,7,18,6,0,1,27,5,0,0,3,0,6,0,0,22,0,0.196,0.293,0.245
小田裕也,72,26,24,12,5,1,0,1,9,2,8,4,0,0,1,0,1,7,0,0.208,0.375,0.269
来田涼斗,10,27,23,2,3,0,0,0,3,0,0,1,1,0,3,0,0,8,0,0.13,0.13,0.231
宜保翔,23,34,29,0,5,1,0,0,6,2,0,0,3,1,1,0,0,3,0,0.172,0.207,0.194
紅林弘太郎,130,495,450,35,101,20,2,6,143,32,2,2,10,2,26,1,6,71,14,0.224,0.318,0.275
黒木優太,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ｋ－鈴木,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
元謙太,5,9,8,1,2,0,0,0,2,1,0,0,1,0,0,0,0,3,0,0.25,0.25,0.25
小木田敦也,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
後藤駿太,26,52,49,5,9,0,1,0,11,2,1,2,0,0,2,0,1,15,0,0.184,0.224,0.231
近藤大亮,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
齋藤綱記,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐野皓大,78,118,107,12,24,6,0,2,36,9,5,5,7,0,4,0,0,29,0,0.224,0.336,0.252
佐野如一,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
杉本裕太郎,105,433,379,37,89,15,1,15,151,51,4,4,0,2,40,2,11,135,9,0.235,0.398,0.324
竹安大知,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田嶋大樹,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
張奕,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ｔ－岡田,36,95,87,1,13,4,0,1,20,10,0,0,0,1,7,0,0,28,1,0.149,0.23,0.211
