選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
富山凌雅,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
頓宮裕真,81,271,234,23,53,17,0,11,103,34,0,0,1,5,23,0,8,51,6,0.226,0.44,0.311
中川圭太,110,468,424,54,120,25,9,8,187,51,11,2,8,6,26,2,4,79,5,0.283,0.441,0.326
中村勝,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西野真弘,43,130,114,10,33,5,1,0,40,8,0,0,6,1,8,0,1,13,4,0.289,0.351,0.339
西村凌,16,47,45,0,6,5,1,0,13,6,0,0,1,0,1,0,0,12,0,0.133,0.289,0.152
能見篤史,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
野口智哉,54,167,155,15,35,6,0,1,44,6,0,1,1,0,9,1,2,56,3,0.226,0.284,0.277
バルガス,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
バレラ,37,127,112,7,23,5,0,1,31,6,0,1,1,0,13,0,1,11,3,0.205,0.277,0.294
ビドル,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
比嘉幹貴,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
平野佳寿,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田周平,118,502,448,65,120,11,6,0,143,24,9,7,14,0,32,0,8,50,8,0.268,0.319,0.328
福永奨,5,8,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.125,0.125,0.125
伏見寅威,76,235,205,16,47,12,1,3,70,21,2,1,16,1,8,0,5,42,7,0.229,0.341,0.274
本田仁海,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マッカーシー,59,212,178,17,40,7,1,4,61,19,0,0,0,1,26,0,7,58,2,0.225,0.343,0.344
増井浩俊,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松井雅人,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮城大弥,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
椋木蓮,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宗佑磨,130,537,469,55,127,23,1,5,167,43,4,5,9,6,45,2,8,81,11,0.271,0.356,0.341
村西良太,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山足達也,39,51,44,8,8,1,0,1,12,2,1,0,4,0,3,0,0,11,1,0.182,0.273,0.234
山岡泰輔,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
山﨑福也,25,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143
山﨑颯一郎,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山田修義,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
山本由伸,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
吉田正尚,119,508,412,56,138,28,1,21,231,88,4,0,0,7,80,18,9,41,11,0.335,0.561,0.447
吉田凌,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ラベロ,24,71,58,4,8,1,0,1,12,2,0,0,0,0,11,0,2,20,3,0.138,0.207,0.296
ワゲスパック,32,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0
若月健矢,68,193,171,16,48,7,0,4,67,14,3,1,9,1,9,0,3,34,5,0.281,0.392,0.326
渡部遼人,16,19,17,0,1,0,0,0,1,2,1,1,1,0,1,0,0,7,0,0.059,0.059,0.111
