選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東克樹,12,15,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0.071,0.071,0.071
有吉優樹,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池谷蒼大,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石川達也,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
石田健大,15,29,24,1,4,0,0,0,4,1,0,0,4,0,1,0,0,7,0,0.167,0.167,0.2
伊勢大夢,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤光,40,103,94,9,26,7,0,0,33,8,0,0,0,0,8,3,1,23,3,0.277,0.351,0.34
伊藤裕季也,7,13,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0.077,0.077,0.077
今永昇太,21,47,38,2,7,1,0,0,8,4,0,0,8,0,1,0,0,9,1,0.184,0.211,0.205
入江大生,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
エスコバー,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
蝦名達夫,61,181,158,21,39,4,0,3,52,8,6,5,7,0,10,0,6,43,3,0.247,0.329,0.316
オースティン,38,38,32,3,5,2,0,1,10,3,0,0,0,0,6,1,0,14,1,0.156,0.313,0.289
大田泰示,62,153,144,17,40,10,1,5,67,18,0,1,1,1,6,0,1,33,4,0.278,0.465,0.309
大貫晋一,24,44,33,0,1,0,0,0,1,0,0,0,11,0,0,0,0,13,0,0.03,0.03,0.03
ガゼルマン,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
梶原昂希,6,15,15,2,4,0,0,1,7,2,0,0,0,0,0,0,0,9,0,0.267,0.467,0.267
神里和毅,81,107,95,12,18,4,3,1,31,10,6,3,1,0,8,0,3,26,1,0.189,0.326,0.274
上茶谷大河,13,20,15,0,3,0,0,0,3,1,0,0,3,0,2,0,0,6,0,0.2,0.2,0.294
京山将弥,17,12,9,1,1,0,0,1,4,1,0,0,2,0,1,0,0,5,1,0.111,0.444,0.2
クリスキー,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
楠本泰史,94,327,282,27,71,13,0,6,102,26,6,2,13,2,23,0,7,55,4,0.252,0.362,0.322
倉本寿彦,44,54,52,3,9,0,0,1,12,2,0,0,1,0,1,0,0,12,0,0.173,0.231,0.189
桑原将志,130,529,475,61,122,32,1,4,168,39,13,8,7,1,42,0,4,89,3,0.257,0.354,0.322
阪口皓亮,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
坂本裕哉,15,12,11,1,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0.091,0.091,0.091
佐野恵太,133,574,526,63,161,29,1,22,258,72,2,1,0,1,43,3,4,57,14,0.306,0.49,0.362
柴田竜拓,96,198,169,17,33,5,1,0,40,1,1,2,8,0,20,2,1,29,3,0.195,0.237,0.284
砂田毅樹,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
関根大気,104,225,201,28,51,7,1,1,63,13,5,5,10,2,9,0,3,31,2,0.254,0.313,0.293
ソト,117,412,368,35,98,25,0,17,174,49,0,0,0,1,38,2,5,103,11,0.266,0.473,0.342
田中健二朗,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中俊太,19,19,19,0,3,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0.158,0.158,0.158
田部隼人,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
知野直人,16,14,13,4,2,0,0,0,2,0,1,0,0,0,1,0,0,5,0,0.154,0.154,0.214
戸柱恭孝,72,151,144,12,38,5,0,4,55,16,0,0,1,2,3,0,1,26,2,0.264,0.382,0.28
中川虎大,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
濵口遥大,19,34,30,0,3,0,0,0,3,1,0,0,4,0,0,0,0,13,0,0.1,0.1,0.1
ピープルズ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
平田真吾,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
藤田一也,33,40,36,1,9,0,0,0,9,5,0,0,0,0,4,0,0,5,1,0.25,0.25,0.325
細川成也,18,20,19,1,1,0,0,1,4,1,0,0,0,0,1,0,0,9,0,0.053,0.211,0.1
牧秀悟,135,568,509,63,148,36,1,24,258,87,3,3,0,6,43,4,10,82,14,0.291,0.507,0.354
益子京右,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.5
三浦銀二,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
三上朋也,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
三嶋一輝,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
嶺井博希,93,262,244,15,50,7,0,5,72,30,0,1,5,2,6,3,5,54,10,0.205,0.295,0.237
宮國椋丞,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮﨑敏郎,122,482,434,51,130,24,1,16,204,50,0,0,0,2,44,9,2,35,16,0.3,0.47,0.365
宮本秀明,29,39,36,6,5,0,2,1,12,2,0,0,1,0,2,0,0,8,2,0.139,0.333,0.184
