選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
青木宣親,81,256,222,27,55,8,1,5,80,22,3,1,0,3,28,0,3,28,7,0.248,0.36,0.336
赤羽由紘,10,12,10,1,1,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0.1,0.1,0.182
荒木貴裕,47,28,22,4,3,1,0,0,4,0,0,0,0,0,6,0,0,7,0,0.136,0.182,0.321
石川雅規,16,26,20,0,2,0,0,0,2,0,0,0,4,0,2,0,0,3,0,0.1,0.1,0.182
石山泰稚,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
市川悠太,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
内川聖一,7,17,16,2,4,2,0,0,6,1,0,0,0,0,1,0,0,2,0,0.25,0.375,0.294
内山壮真,74,197,177,25,41,11,0,4,64,19,0,0,3,0,16,0,1,52,6,0.232,0.362,0.299
梅野雄吾,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
オスナ,138,529,496,49,135,19,2,20,218,74,2,3,0,3,29,4,1,93,11,0.272,0.44,0.312
大下佑馬,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
太田賢吾,37,131,118,16,32,5,1,1,42,8,0,0,4,0,8,0,1,24,1,0.271,0.356,0.323
大西広樹,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小川泰弘,25,51,44,1,6,1,0,1,10,3,0,0,7,0,0,0,0,14,1,0.136,0.227,0.136
奥川恭伸,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
奥村展征,43,44,41,5,6,0,0,0,6,2,0,0,1,0,2,0,0,16,0,0.146,0.146,0.186
金久保優斗,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
川端慎吾,52,64,57,1,10,1,0,0,11,7,0,0,0,2,4,1,1,7,1,0.175,0.193,0.234
キブレハン,29,87,83,10,20,3,0,6,41,14,0,1,0,1,2,0,1,21,1,0.241,0.494,0.264
木澤尚文,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
久保拓眞,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
コール,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
古賀優大,37,77,71,2,13,3,0,0,16,4,0,0,2,2,2,1,0,11,3,0.183,0.225,0.2
小澤怜史,10,14,12,1,2,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0.167,0.167,0.167
今野龍太,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
サイスニード,23,45,39,2,4,0,0,0,4,1,0,0,4,0,2,0,0,25,0,0.103,0.103,0.146
サンタナ,60,215,189,26,52,7,0,15,104,35,0,0,0,2,23,0,1,73,6,0.275,0.55,0.353
坂口智隆,24,47,43,2,12,3,0,0,15,2,0,0,0,0,3,0,1,13,0,0.279,0.349,0.34
坂本光士郎,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
塩見泰隆,130,567,508,83,140,30,6,16,230,54,24,7,1,3,43,1,12,122,6,0.276,0.453,0.345
柴田大地,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
嶋基宏,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
清水昇,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
スアレス,6,4,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.333,0.333,0.333
杉山晃基,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高梨裕稔,20,32,27,0,1,0,0,0,1,1,0,0,4,0,1,0,0,19,0,0.037,0.037,0.071
高橋奎二,17,29,23,1,5,0,0,0,5,1,0,0,4,0,2,0,0,12,0,0.217,0.217,0.28
田口麗斗,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
武岡龍世,7,18,17,3,7,0,1,0,9,3,0,0,0,0,0,0,1,3,0,0.412,0.529,0.444
竹山日向,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
長岡秀樹,139,548,511,44,123,22,0,9,172,48,2,3,10,3,20,1,4,72,10,0.241,0.337,0.273
中村悠平,86,307,266,23,70,9,1,5,96,28,0,0,8,3,26,0,4,36,10,0.263,0.361,0.334
並木秀尊,14,23,22,3,4,0,2,0,8,0,2,0,1,0,0,0,0,3,1,0.182,0.364,0.182
西浦直亨,6,15,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,8,1,0.071,0.071,0.071
西田明央,10,13,13,0,4,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0.308,0.308,0.308
