選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
濱田太貴,73,148,141,12,29,5,1,6,54,14,0,1,1,0,6,0,0,34,5,0.206,0.383,0.238
原樹理,22,40,34,0,2,1,0,0,3,2,0,0,3,0,2,0,1,11,0,0.059,0.088,0.135
星知弥,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
マクガフ,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本直樹,10,20,20,3,4,0,0,2,10,5,0,0,0,0,0,0,0,1,2,0.2,0.5,0.2
松本友,7,19,17,4,6,1,0,0,7,0,0,0,0,0,2,0,0,5,0,0.353,0.412,0.421
丸山和郁,71,97,90,14,21,4,0,1,28,9,2,3,4,0,1,0,2,25,2,0.233,0.311,0.258
宮台康平,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
宮本丈,66,134,114,10,29,6,0,1,38,8,0,0,7,0,8,0,5,15,3,0.254,0.333,0.331
村上宗隆,141,612,487,114,155,21,1,56,346,134,12,7,0,0,118,25,7,128,7,0.318,0.71,0.458
元山飛優,13,28,27,4,4,3,0,1,10,2,0,0,1,0,0,0,0,5,2,0.148,0.37,0.148
山崎晃大朗,118,378,341,52,88,12,4,2,114,37,10,5,9,2,24,0,2,65,5,0.258,0.334,0.309
山下輝,2,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.333,0.333,0.5
山田哲人,130,540,469,69,114,31,0,23,214,65,10,2,0,5,60,1,6,140,7,0.243,0.456,0.333
山本大貴,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
吉田大喜,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0
渡邉大樹,49,17,16,6,2,1,0,0,3,2,2,1,1,0,0,0,0,5,0,0.125,0.188,0.125
