選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
明石健志,22,35,30,2,5,0,1,0,7,3,0,0,2,0,3,0,0,5,1,0.167,0.233,0.242
秋吉亮,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石川柊太,23,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
泉圭輔,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
今宮健太,130,510,450,56,133,30,0,7,184,47,3,4,19,1,37,0,3,71,14,0.296,0.409,0.352
上林誠知,33,100,93,13,28,5,1,1,38,12,2,0,2,0,3,0,2,19,1,0.301,0.409,0.337
海野隆司,47,42,42,3,7,2,0,1,12,4,0,0,0,0,0,0,0,11,0,0.167,0.286,0.167
大関友久,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
大竹耕太郎,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
尾形崇斗,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
奥村政稔,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ガルビス,38,130,111,11,19,2,0,2,27,11,0,1,0,1,15,0,3,29,2,0.171,0.243,0.285
甲斐拓也,130,405,323,25,58,9,1,1,72,27,1,3,38,1,38,0,5,85,9,0.18,0.223,0.275
甲斐野央,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
笠谷俊介,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
嘉弥真新也,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
川瀬晃,73,106,90,15,25,5,0,0,30,11,2,2,5,3,8,0,0,21,4,0.278,0.333,0.327
川原田純平,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
グラシアル,99,386,347,24,94,13,2,7,132,30,1,3,0,2,33,1,4,75,8,0.271,0.38,0.339
栗原陵矢,5,20,17,3,6,1,0,2,13,5,0,0,0,0,3,0,0,1,0,0.353,0.765,0.45
黒瀬健太,7,15,12,0,2,0,0,0,2,1,0,0,0,1,2,0,0,8,0,0.167,0.167,0.267
佐藤直樹,48,35,31,8,4,1,1,1,10,2,0,0,1,0,3,0,0,17,0,0.129,0.323,0.206
椎野新,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
周東佑京,80,318,288,48,77,5,4,5,105,15,22,4,3,2,22,0,3,56,4,0.267,0.365,0.324
杉山一樹,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
千賀滉大,22,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0
田浦文丸,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙田知季,18,13,13,4,3,0,1,0,5,3,1,0,0,0,0,0,0,4,0,0.231,0.385,0.231
高橋礼,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
武田翔太,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中正義,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
谷川原健太,71,75,64,16,15,4,2,0,23,8,1,2,1,1,7,0,2,18,1,0.234,0.359,0.324
田上奏大,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
津森宥紀,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
デスパイネ,89,331,297,29,80,10,0,14,132,40,0,0,0,2,28,1,4,80,5,0.269,0.444,0.338
中谷将大,16,30,28,3,6,2,0,1,11,4,2,0,0,1,0,0,1,11,1,0.214,0.393,0.233
中村晃,114,435,379,34,96,12,2,7,133,51,2,3,7,2,45,2,2,48,7,0.253,0.351,0.334
中村亮太,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
野村勇,97,203,180,40,43,9,3,10,88,25,10,5,4,0,17,0,2,64,5,0.239,0.489,0.312
野村大樹,31,75,70,5,16,5,1,0,23,8,0,0,1,0,3,0,1,18,2,0.229,0.329,0.27
板東湧梧,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
東浜巨,23,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0
藤井皓哉,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
牧原大成,120,441,409,45,123,18,4,6,167,42,13,4,9,3,16,0,4,71,5,0.301,0.408,0.331
正木智也,35,80,67,6,17,4,0,3,30,5,0,0,1,0,10,0,2,24,1,0.254,0.448,0.367
真砂勇介,29,29,28,3,2,0,0,0,2,0,0,0,1,0,0,0,0,10,0,0.071,0.071,0.071
増田珠,15,45,39,4,10,3,1,1,18,6,0,1,2,1,3,0,0,6,0,0.256,0.462,0.302
又吉克樹,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松田宣浩,43,106,98,2,20,2,1,0,24,7,1,0,0,1,6,0,1,20,1,0.204,0.245,0.255
松本裕樹,44,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
三森大貴,102,437,393,58,101,13,4,9,149,36,20,3,10,3,28,0,3,81,3,0.257,0.379,0.309
モイネロ,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
森唯斗,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柳田悠岐,117,491,437,63,120,18,1,24,212,79,2,3,0,5,43,6,6,106,6,0.275,0.485,0.344
柳町達,107,364,321,21,89,14,4,0,111,32,3,5,3,0,38,0,2,79,7,0.277,0.346,0.357
リチャード,23,70,63,7,10,1,0,3,20,5,0,0,0,0,6,0,1,29,1,0.159,0.317,0.243
レイ,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
和田毅,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
渡邉陸,20,36,33,6,9,1,0,3,19,9,0,0,0,0,3,0,0,15,0,0.273,0.576,0.333
