選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
浅村栄斗,143,633,532,73,134,17,0,27,232,86,4,3,0,4,92,7,5,137,13,0.252,0.436,0.365
安樂智大,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石橋良太,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石原彪,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
伊藤裕季也,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
岩見政暉,3,7,7,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0.286,0.429,0.286
内田靖人,8,14,10,0,1,0,0,0,1,2,0,0,1,1,2,0,0,4,0,0.1,0.1,0.231
内間拓馬,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
オコエ瑠偉,6,25,25,2,5,0,0,0,5,0,1,0,0,0,0,0,0,8,0,0.2,0.2,0.2
太田光,71,182,145,10,31,4,0,3,44,18,1,0,13,0,21,1,3,46,3,0.214,0.303,0.325
岡島豪郎,53,199,182,20,39,8,3,3,62,25,2,1,2,2,10,1,3,27,6,0.214,0.341,0.264
小郷裕哉,10,23,18,2,3,1,0,1,7,2,0,0,3,0,2,0,0,4,0,0.167,0.389,0.25
釜田佳直,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
辛島航,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
川島慶三,12,25,22,1,3,1,0,1,7,6,0,0,2,0,1,0,0,9,1,0.136,0.318,0.174
ギッテンス,21,74,62,4,15,2,0,0,17,8,0,0,0,0,11,0,1,25,0,0.242,0.274,0.365
岸孝之,22,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0
銀次,83,271,238,18,62,6,0,0,68,26,0,0,2,3,28,2,0,31,5,0.261,0.286,0.335
黒川史陽,17,71,63,4,14,3,0,0,17,2,0,1,0,1,7,0,0,9,1,0.222,0.27,0.296
小深田大翔,118,479,424,54,113,16,5,2,145,29,21,7,12,3,37,0,3,65,6,0.267,0.342,0.328
小峯新陸,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
酒居知史,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
島内宏明,142,613,541,59,161,36,3,14,245,77,5,3,2,3,63,1,4,82,16,0.298,0.453,0.373
鈴木翔天,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
鈴木大地,125,477,408,39,105,19,0,5,139,35,4,2,9,4,38,0,18,52,11,0.257,0.341,0.344
炭谷銀仁朗,98,288,253,21,60,4,0,4,76,18,0,3,15,0,18,0,2,52,10,0.237,0.3,0.293
宋家豪,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
高田孝一,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙田萌生,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
瀧中瞭太,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
辰己涼介,120,476,409,60,111,14,3,11,164,35,12,5,13,1,42,1,11,103,7,0.271,0.401,0.354
田中和基,77,70,63,10,9,3,0,1,15,5,6,3,0,0,6,0,1,25,4,0.143,0.238,0.229
田中貴也,18,19,17,2,2,0,0,0,2,1,0,0,0,0,1,0,1,7,0,0.118,0.118,0.211
田中将大,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
津留﨑大成,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西垣雅矢,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西川遥輝,108,451,372,58,81,17,4,7,127,37,19,8,6,2,68,0,3,103,2,0.218,0.341,0.342
西口直人,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
則本昂大,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
早川隆久,19,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.5
ブセニッツ,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福井優也,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福山博之,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
藤井聖,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
藤平尚真,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
堀内謙伍,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マルモレホス,58,223,202,14,42,6,0,7,69,28,0,0,0,1,20,0,0,68,3,0.208,0.342,0.278
