選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
東妻勇輔,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田来翔,11,22,22,1,2,1,0,0,3,0,0,0,0,0,0,0,0,6,0,0.091,0.136,0.091
石川歩,20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
井上晴哉,60,232,199,23,49,14,0,7,84,34,0,0,0,2,29,0,2,54,2,0.246,0.422,0.345
岩下大輝,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
エチェバリア,76,257,243,19,54,13,0,2,73,20,4,0,2,2,10,0,0,48,5,0.222,0.3,0.251
オスナ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
岡大海,98,248,207,29,45,11,2,6,78,19,12,0,5,3,24,0,9,56,4,0.217,0.377,0.321
小川龍成,68,77,55,15,6,1,0,1,10,4,4,1,7,1,12,0,1,18,0,0.109,0.182,0.275
荻野貴司,89,373,326,51,101,18,4,5,142,27,15,3,5,5,30,0,7,30,7,0.31,0.436,0.375
小島和哉,24,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.333
小沼健太,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
小野郁,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
柿沼友哉,34,23,19,1,3,0,0,0,3,0,0,0,4,0,0,0,0,4,1,0.158,0.158,0.158
角中勝也,53,138,129,10,33,4,0,1,40,11,1,2,0,0,9,0,0,35,0,0.256,0.31,0.304
加藤匠馬,24,10,9,2,1,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0.111,0.222,0.111
唐川侑己,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
河村説人,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5
国吉佑樹,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ゲレーロ,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
坂本光士郎,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木千隼,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
佐々木朗希,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
佐藤奨真,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
佐藤都志也,118,402,359,35,77,10,1,8,113,31,5,1,13,6,21,1,3,63,11,0.214,0.315,0.26
菅野剛士,41,93,86,6,18,6,0,1,27,6,0,0,0,0,7,0,0,20,1,0.209,0.314,0.269
鈴木昭汰,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙部瑛斗,137,608,541,66,148,16,6,3,185,38,44,10,22,3,36,1,6,103,12,0.274,0.342,0.324
田中靖洋,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
種市篤暉,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田村龍弘,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.2,0.2,0.2
茶谷健太,57,156,137,17,34,5,1,1,44,9,1,3,4,0,12,0,3,33,3,0.248,0.321,0.322
東條大樹,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
土肥星也,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
中村奨吾,138,596,498,52,128,31,0,12,195,68,15,6,9,9,70,3,10,86,13,0.257,0.392,0.354
中村稔弥,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西野勇士,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西巻賢二,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0
平沢大河,13,32,27,3,4,0,0,0,4,3,1,0,0,1,4,0,0,4,0,0.148,0.148,0.25
廣畑敦也,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田光輝,13,23,18,0,3,1,0,0,4,1,0,0,0,0,4,0,0,3,0,0.167,0.222,0.318
福田秀平,20,48,41,3,7,1,0,0,8,4,1,0,0,0,7,0,0,13,0,0.171,0.195,0.292
藤岡裕大,28,81,68,4,12,2,0,0,14,1,0,0,5,1,7,0,0,17,0,0.176,0.206,0.25
藤原恭大,49,126,115,10,24,2,0,1,29,5,9,0,1,0,9,1,1,23,1,0.209,0.252,0.272
二木康太,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
マーティン,68,266,221,22,36,7,0,9,70,25,5,2,0,3,31,2,11,76,1,0.163,0.317,0.293
益田直也,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松川虎生,76,212,185,12,32,5,0,0,37,14,1,0,8,1,18,0,0,60,7,0.173,0.2,0.245
三木亮,46,34,25,2,4,0,0,0,4,1,1,0,7,0,1,0,1,8,0,0.16,0.16,0.222
美馬学,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
本前郁也,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
森遼大朗,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
八木彬,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
安田尚憲,119,440,388,33,102,23,1,9,154,47,1,2,0,3,45,0,4,86,10,0.263,0.397,0.343
山口航輝,102,349,321,40,76,14,0,16,138,57,1,0,0,1,23,0,4,84,8,0.237,0.43,0.295
山本大斗,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
横山陸人,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
レアード,112,396,365,24,69,9,0,15,123,48,0,0,0,6,19,2,6,92,9,0.189,0.337,0.237
ロメロ,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
和田康士朗,69,33,28,20,5,1,0,0,6,1,11,7,1,0,3,1,1,12,0,0.179,0.214,0.281
