選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
ヌニエス,63,180,167,10,29,7,1,4,50,12,1,0,0,1,9,1,3,61,1,0.174,0.299,0.228
根本悠楓,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
野村佑希,93,368,348,33,97,24,2,6,143,36,3,4,1,1,16,1,2,71,9,0.279,0.411,0.313
長谷川威展,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
福田俊,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
古川裕大,36,108,96,5,22,3,0,0,25,1,0,2,4,0,8,0,0,23,1,0.229,0.26,0.288
古川侑利,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
ポンセ,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
細川凌平,20,48,41,5,7,1,2,0,12,2,0,0,3,0,4,0,0,14,1,0.171,0.293,0.244
堀瑞輝,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松浦慶斗,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
松本剛,117,445,395,48,137,23,2,3,173,44,21,5,10,4,32,5,4,42,13,0.347,0.438,0.398
万波中正,100,314,296,28,60,10,2,14,116,40,0,2,2,2,12,0,2,112,2,0.203,0.392,0.237
水野達稀,21,44,41,4,5,2,0,0,7,0,1,1,1,0,2,0,0,16,0,0.122,0.171,0.163
宮田輝星,6,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.143,0.143,0.143
宮西尚生,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
メネズ,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
望月大希,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
谷内亮太,78,167,153,11,41,9,0,1,53,12,0,1,5,0,8,0,1,24,3,0.268,0.346,0.309
吉田輝星,51,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
ロドリゲス,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
渡邉諒,21,64,60,11,14,4,2,0,22,2,0,0,0,0,3,0,1,17,1,0.233,0.367,0.281
王柏融,15,32,32,1,2,1,0,0,3,0,0,0,0,0,0,0,0,12,1,0.063,0.094,0.063
