選手,試合,打席,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,故意四,死球,三振,併殺打,打率,長打率,出塁率
アルカンタラ,97,285,263,27,55,6,0,14,103,28,4,6,0,1,21,1,0,87,3,0.209,0.392,0.267
淺間大基,75,240,224,20,52,14,1,4,80,15,12,3,4,1,11,0,0,55,3,0.232,0.357,0.267
有薗直輝,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
井口和朋,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
池田隆英,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石井一成,102,328,296,30,70,12,6,6,112,32,8,7,8,3,20,0,1,64,2,0.236,0.378,0.284
石川直也,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
石川亮,23,52,45,3,7,0,0,0,7,3,0,0,5,0,2,0,0,7,1,0.156,0.156,0.191
五十幡亮汰,6,16,14,0,4,0,0,0,4,1,3,1,0,0,2,0,0,6,0,0.286,0.286,0.375
伊藤大海,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0
今川優馬,94,309,273,34,62,12,1,10,106,39,4,4,6,4,19,2,7,70,6,0.227,0.388,0.29
上野響平,12,31,27,2,2,1,0,0,3,0,0,0,2,0,2,0,0,9,0,0.074,0.111,0.138
上原健太,25,5,5,1,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0.2,0.4,0.2
宇佐見真吾,81,237,215,22,55,10,0,5,80,24,0,0,7,2,12,0,1,42,0,0.256,0.372,0.296
梅林優貴,22,51,48,2,5,1,0,0,6,3,0,0,2,0,1,0,0,19,0,0.104,0.125,0.122
上沢直之,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0
柿木蓮,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
片岡奨人,13,24,24,2,3,1,0,0,4,0,0,0,0,0,0,0,0,11,0,0.125,0.167,0.125
加藤貴之,22,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.2,0.2,0.2
金子千尋,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
上川畑大悟,80,301,261,22,76,7,2,2,93,17,8,10,12,0,21,0,7,45,3,0.291,0.356,0.36
河野竜生,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
北浦竜次,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
北山亘基,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
木村文紀,38,101,95,7,17,4,0,2,27,9,0,1,0,1,4,0,1,39,1,0.179,0.284,0.218
清宮幸太郎,129,461,406,52,89,25,3,18,174,55,4,5,2,2,45,2,6,113,6,0.219,0.429,0.305
畔柳亨丞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
郡拓也,26,63,56,2,7,1,0,2,14,6,1,1,2,0,4,0,1,16,0,0.125,0.25,0.197
近藤健介,99,396,325,51,98,26,1,8,150,41,8,7,1,3,66,6,1,45,7,0.302,0.462,0.418
阪口樂,3,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.167,0.167,0.167
佐藤龍世,37,106,96,5,11,2,0,1,16,4,0,0,3,0,7,0,0,23,1,0.115,0.167,0.175
清水優心,30,67,62,2,12,1,0,0,13,3,0,1,3,0,1,0,1,15,1,0.194,0.21,0.219
杉浦稔大,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
杉谷拳士,51,109,97,9,16,2,0,0,18,3,0,0,4,0,8,0,0,21,0,0.165,0.186,0.229
鈴木健矢,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
髙濱祐仁,7,18,17,0,1,0,0,0,1,1,0,0,0,1,0,0,0,12,0,0.059,0.059,0.056
達孝太,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
立野和明,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田中瑛斗,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
谷川昌希,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
玉井大翔,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
田宮裕涼,14,21,18,1,2,1,0,0,3,0,0,0,2,0,1,0,0,4,0,0.111,0.167,0.158
中島卓也,68,150,130,12,29,3,1,0,34,8,17,4,8,1,11,0,0,31,0,0.223,0.262,0.282
生田目翼,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
西村天裕,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
