Player,1B_ratio,2B_ratio,3B_ratio,HR_ratio,BB+HBP_ratio,SO_ratio,Ground_Out_ratio,Fly_Out_ratio,Out_ratio,Speed
糸原健斗,0.1863666666666667,0.0001,0.0001,0.0001,0.06666666666666667,0.21333333333333335,0.32,0.21333333333333335,0.7466666666666667,1
梅野隆太郎,0.16646666666666668,0.030303030303030304,0.0001,0.0001,0.06060606060606061,0.2196969696969697,0.3136363636363636,0.2090909090909091,0.7424242424242424,-4
大山悠輔,0.16095890410958905,0.04280821917808219,0.0017123287671232876,0.02226027397260274,0.13184931506849315,0.1643835616438356,0.2856164383561644,0.1904109589041096,0.6404109589041096,3
小幡竜平,0.1534836177474403,0.027303754266211604,0.0001,0.017064846416382253,0.06484641638225255,0.21843003412969283,0.31126279863481227,0.2075085324232082,0.7372013651877133,2
木浪聖也,0.12305270935960591,0.03940886699507389,0.009852216748768473,0.0001,0.07389162561576355,0.23645320197044334,0.3103448275862069,0.20689655172413796,0.7536945812807883,5
熊谷敬宥,0.17159763313609466,0.011834319526627219,0.01775147928994083,0.005917159763313609,0.03550295857988166,0.1893491124260355,0.3408284023668639,0.22721893491124262,0.7573964497041421,7
才木浩人,0.036737037037037026,0.0001,0.0001,0.0001,0.037037037037037035,0.46296296296296297,0.2777777777777778,0.18518518518518523,0.9259259259259259,0
坂本誠志郎,0.14878048780487804,0.046341463414634146,0.0024390243902439024,0.004878048780487805,0.14146341463414633,0.21951219512195122,0.26195121951219513,0.17463414634146346,0.6560975609756098,1
佐藤輝明,0.1163575042158516,0.05733558178752108,0.006745362563237774,0.0657672849915683,0.09612141652613827,0.2748735244519393,0.22967959527824616,0.15311973018549746,0.657672849915683,18
髙寺望夢,0.15812784810126587,0.025316455696202535,0.00010000000000000002,0.012658227848101267,0.12025316455696204,0.23417721518987344,0.26962025316455696,0.179746835443038,0.6835443037974684,2
近本光司,0.20189274447949526,0.03785488958990536,0.006309148264984227,0.00473186119873817,0.09779179810725552,0.138801261829653,0.3075709779179811,0.2050473186119874,0.6514195583596215,26
豊田寛,0.1473409836065574,0.06557377049180328,0.0001,0.0001,0.06557377049180328,0.26229508196721313,0.27540983606557373,0.18360655737704917,0.721311475409836,0
中川勇斗,0.2032898305084746,0.01694915254237288,0.0001,0.03389830508474576,0.03389830508474576,0.2711864406779661,0.2644067796610169,0.17627118644067796,0.711864406779661,0
中野拓夢,0.20762946859903383,0.027375201288244767,0.004830917874396135,0.0001,0.07568438003220612,0.12399355877616747,0.33623188405797105,0.2241545893719807,0.6843800322061192,14
ヘルナンデス,0.17811782178217822,0.0297029702970297,0.0001,0.009900990099009901,0.039603960396039604,0.25742574257425743,0.29108910891089107,0.19405940594059407,0.7425742574257426,0
前川右京,0.1706317073170732,0.04878048780487805,0.004878048780487805,0.0001,0.06829268292682927,0.14634146341463414,0.3365853658536585,0.224390243902439,0.7073170731707317,1
村上頌樹,0.0686655172413793,0.0001,0.0001,0.0001,0.017241379310344827,0.5,0.24827586206896546,0.16551724137931034,0.9137931034482758,0
森下翔太,0.16019417475728157,0.038834951456310676,0.008090614886731391,0.0372168284789644,0.10679611650485436,0.13754045307443366,0.3067961165048544,0.2045307443365696,0.6488673139158576,16
