Player,1B_ratio,2B_ratio,3B_ratio,HR_ratio,BB+HBP_ratio,SO_ratio,Ground_Out_ratio,Fly_Out_ratio,Out_ratio,Speed
池田来翔,0.14782899408284025,0.04142011834319527,0.0001,0.023668639053254437,0.05325443786982249,0.15976331360946747,0.344378698224852,0.22958579881656804,0.7337278106508875,0
上田希由翔,0.07442686567164178,0.07462686567164178,0.0001,0.0001,0.13432835820895522,0.16417910447761194,0.3313432835820896,0.22089552238805973,0.7164179104477613,0
岡大海,0.1784714285714286,0.03571428571428571,0.0001,0.014285714285714285,0.12857142857142856,0.2,0.2657142857142857,0.17714285714285716,0.6428571428571428,1
小川龍成,0.19397475728155342,0.009708737864077669,0.0001,0.0001,0.08737864077669903,0.18446601941747573,0.3145631067961165,0.20970873786407768,0.7087378640776698,2
角中勝也,0.11300754716981132,0.0001,0.0001,0.018867924528301886,0.1509433962264151,0.16981132075471697,0.3283018867924528,0.2188679245283019,0.7169811320754718,1
佐藤都志也,0.07397407407407407,0.012345679012345678,0.0001,0.012345679012345678,0.06172839506172839,0.18518518518518517,0.3925925925925926,0.2617283950617284,0.8395061728395061,1
ソト,0.13514590163934428,0.036885245901639344,0.0001,0.036885245901639344,0.07377049180327869,0.27049180327868855,0.2680327868852459,0.17868852459016393,0.7172131147540983,0
髙部瑛斗,0.1905216494845361,0.03608247422680412,0.0001,0.0001,0.05670103092783505,0.12886597938144329,0.3525773195876289,0.2350515463917526,0.7164948453608248,7
寺地隆成,0.19626363636363636,0.03636363636363636,0.0001,0.01818181818181818,0.05454545454545454,0.15272727272727274,0.32509090909090904,0.2167272727272727,0.6945454545454546,0
友杉篤輝,0.1605217616580311,0.02072538860103627,0.010362694300518135,0.0001,0.05699481865284974,0.10362694300518134,0.3886010362694301,0.2590673575129534,0.7512953367875648,1
中村奨吾,0.1249,0.03125,0.0001,0.015625,0.078125,0.140625,0.365625,0.24375000000000002,0.75,0
西川史礁,0.1784714285714286,0.05612244897959184,0.015306122448979591,0.0001,0.030612244897959183,0.1989795918367347,0.3122448979591837,0.20816326530612247,0.7193877551020409,9
藤岡裕大,0.14695340501792115,0.05017921146953405,0.0035842293906810036,0.010752688172043012,0.10752688172043011,0.1863799283154122,0.2967741935483871,0.19784946236559142,0.6810035842293907,3
藤原恭大,0.20307692307692307,0.021538461538461538,0.012307692307692308,0.009230769230769232,0.08923076923076922,0.16923076923076924,0.2972307692307692,0.19815384615384612,0.6646153846153846,16
ポランコ,0.12977012987012987,0.01948051948051948,0.0001,0.032467532467532464,0.09090909090909091,0.22727272727272727,0.3,0.2,0.7272727272727273,0
安田尚憲,0.18161818181818185,0.04784688995215311,0.0001,0.0001,0.10526315789473684,0.17703349282296652,0.29282296650717704,0.1952153110047847,0.6650717703349283,-2
山本大斗,0.12167121771217713,0.03321033210332104,0.00010000000000000002,0.036900369003690044,0.059040590405904064,0.26937269372693734,0.2878228782287823,0.1918819188191882,0.7490774907749078,1
