Player,1B_ratio,2B_ratio,3B_ratio,HR_ratio,BB+HBP_ratio,SO_ratio,Ground_Out_ratio,Fly_Out_ratio,Out_ratio,Speed
石伊雄太,0.14612641509433963,0.03773584905660377,0.0001,0.009433962264150943,0.06132075471698113,0.24528301886792453,0.3,0.2,0.7452830188679245,0
石川昂弥,0.09839154929577464,0.028169014084507043,0.0001,0.0001,0.04225352112676056,0.36619718309859156,0.27887323943661974,0.1859154929577465,0.8309859154929577,-2
板山祐太郎,0.14534883720930233,0.029069767441860465,0.005813953488372093,0.011627906976744186,0.06395348837209303,0.2616279069767442,0.2895348837209302,0.1930232558139535,0.7441860465116279,3
上林誠知,0.17995444191343965,0.041002277904328026,0.009111617312072894,0.034168564920273356,0.047835990888382696,0.193621867881549,0.29658314350797266,0.1977220956719818,0.6879271070615034,30
大島洋平,0.21146470588235297,0.0001,0.0001,0.0001,0.03529411764705882,0.1411764705882353,0.36705882352941177,0.24470588235294122,0.7529411764705883,4
岡林勇希,0.19136960600375236,0.039399624765478425,0.013133208255159476,0.0075046904315197,0.08067542213883677,0.09380863039399624,0.3444652908067542,0.22964352720450282,0.6679174484052532,28
カリステ,0.15104166666666666,0.046875,0.005208333333333333,0.005208333333333333,0.0625,0.19270833333333334,0.32187499999999997,0.21458333333333332,0.7291666666666666,2
加藤匠馬,0.17523859649122808,0.0001,0.0001,0.017543859649122806,0.03508771929824561,0.24561403508771928,0.31578947368421056,0.21052631578947373,0.7719298245614035,0
木下拓哉,0.18022786885245903,0.02459016393442623,0.0001,0.01639344262295082,0.06557377049180328,0.16393442622950818,0.3295081967213115,0.21967213114754103,0.7131147540983607,0
佐藤龍世,0.12967012987012988,0.03896103896103896,0.0001,0.0001,0.1038961038961039,0.2597402597402597,0.28051948051948056,0.18701298701298705,0.7272727272727273,1
高橋周平,0.16811683168316835,0.04950495049504951,0.0001,0.0001,0.06930693069306931,0.2079207920792079,0.30297029702970296,0.201980198019802,0.7128712871287128,0
田中幹也,0.15807560137457044,0.041237113402061855,0.003436426116838488,0.003436426116838488,0.06872852233676977,0.10652920962199312,0.3711340206185567,0.24742268041237114,0.725085910652921,8
チェイビス,0.06175567010309278,0.041237113402061855,0.0001,0.05154639175257732,0.1134020618556701,0.25773195876288657,0.28453608247422685,0.18969072164948458,0.731958762886598,0
土田龍空,0.09413962264150944,0.03773584905660377,0.0001,0.0001,0.03773584905660377,0.3018867924528302,0.3169811320754717,0.21132075471698114,0.8301886792452831,0
中田翔,0.07342941176470588,0.04411764705882353,0.0001,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.35294117647058826,0.23529411764705885,0.7647058823529412,0
ブライト健太,0.13970588235294118,0.07352941176470588,0.014705882352941176,0.022058823529411766,0.11029411764705882,0.23529411764705882,0.2426470588235294,0.16176470588235295,0.6397058823529411,2
ボスラー,0.1366088607594937,0.06329113924050633,0.0001,0.027848101265822784,0.08354430379746836,0.2,0.29316455696202526,0.19544303797468354,0.6886075949367088,-2
細川成也,0.1249,0.054878048780487805,0.0001,0.039634146341463415,0.1402439024390244,0.25,0.23414634146341462,0.15609756097560978,0.6402439024390244,-5
村松開人,0.11827956989247312,0.016129032258064516,0.005376344086021506,0.010752688172043012,0.08602150537634409,0.20967741935483872,0.332258064516129,0.221505376344086,0.7634408602150538,1
山本泰寛,0.1705685618729097,0.033444816053511704,0.0033444816053511705,0.010033444816053512,0.033444816053511704,0.16722408026755853,0.34916387959866224,0.2327759197324415,0.7491638795986623,4
