Player,1B_ratio,2B_ratio,3B_ratio,HR_ratio,BB+HBP_ratio,SO_ratio,Ground_Out_ratio,Fly_Out_ratio,Out_ratio,Speed
浅村栄斗,0.14551083591331268,0.030959752321981424,0.0030959752321981426,0.021671826625386997,0.15789473684210525,0.21052631578947367,0.25820433436532514,0.17213622291021677,0.6408668730650156,4
阿部寿樹,0.10852713178294573,0.03875968992248062,0.007751937984496124,0.023255813953488372,0.17054263565891473,0.24031007751937986,0.24651162790697678,0.16434108527131785,0.6511627906976745,2
伊藤裕季也,0.11570247933884298,0.06611570247933884,0.008264462809917356,0.008264462809917356,0.08264462809917356,0.256198347107438,0.27768595041322314,0.18512396694214878,0.71900826446281,5
太田光,0.08717948717948718,0.02564102564102564,0.010256410256410256,0.005128205128205128,0.11282051282051282,0.2,0.3353846153846154,0.2235897435897436,0.7589743589743589,6
小郷裕哉,0.09248554913294797,0.04046242774566474,0.011560693641618497,0.005780346820809248,0.08670520231213873,0.27167630057803466,0.2947976878612717,0.19653179190751446,0.7630057803468209,16
黒川史陽,0.2126865671641791,0.026119402985074626,0.0037313432835820895,0.011194029850746268,0.11194029850746269,0.16791044776119404,0.2798507462686567,0.18656716417910446,0.6343283582089552,2
ゴンザレス,0.17733990147783255,0.024630541871921187,0.004926108374384237,0.01970443349753695,0.02955665024630542,0.17241379310344832,0.34285714285714286,0.2285714285714286,0.7438423645320198,-1
小深田大翔,0.16332378223495703,0.014326647564469915,0.0057306590257879654,0.0028653295128939827,0.1174785100286533,0.18051575931232092,0.30945558739255014,0.20630372492836677,0.6962750716332379,18
小森航大郎,0.16240000000000004,0.012500000000000002,0.00010000000000000002,0.012500000000000002,0.037500000000000006,0.26250000000000007,0.3075,0.20500000000000002,0.7750000000000001,5
鈴木大地,0.1739130434782609,0.01863354037267081,0.012422360248447206,0.012422360248447206,0.10559006211180126,0.1614906832298137,0.3093167701863354,0.20621118012422363,0.6770186335403727,7
辰己涼介,0.1606714628297362,0.02877697841726619,0.004796163069544364,0.016786570743405275,0.11750599520383694,0.2158273381294964,0.2733812949640288,0.18225419664268588,0.6714628297362111,26
中島大輔,0.2246376811594203,0.01932367149758454,0.012077294685990338,0.014492753623188406,0.04106280193236715,0.13768115942028986,0.33043478260869563,0.2202898550724638,0.6884057971014492,27
フランコ,0.17340157728706626,0.025236593059936908,0.0001,0.022082018927444796,0.07886435331230283,0.1892744479495268,0.3066246056782334,0.20441640378548895,0.7003154574132492,-2
ボイト,0.16326633663366338,0.0297029702970297,0.0001,0.0594059405940594,0.1188118811881188,0.23267326732673269,0.2376237623762376,0.15841584158415845,0.6287128712871287,0
堀内謙伍,0.18848167539267016,0.015706806282722512,0.005235602094240838,0.015706806282722512,0.08900523560209424,0.20418848167539266,0.2890052356020943,0.19267015706806287,0.6858638743455499,4
武藤敦貴,0.13943488372093024,0.023255813953488372,0.023255813953488372,0.0001,0.09302325581395349,0.2558139534883721,0.2790697674418604,0.18604651162790697,0.7209302325581395,4
宗山塁,0.18564356435643564,0.04455445544554455,0.007425742574257425,0.007425742574257425,0.04207920792079208,0.16831683168316833,0.32673267326732675,0.21782178217821785,0.7128712871287128,14
村林一輝,0.2419,0.026,0.0001,0.006,0.056,0.186,0.2904,0.1936,0.6699999999999999,1
渡邊佳明,0.22340248447204972,0.024844720496894408,0.0001,0.0001,0.07453416149068323,0.09937888198757763,0.346583850931677,0.23105590062111803,0.6770186335403726,0
