Player,1B_ratio,2B_ratio,3B_ratio,HR_ratio,BB+HBP_ratio,SO_ratio,Ground_Out_ratio,Fly_Out_ratio,Out_ratio,Speed
石上泰輝,0.13493513513513516,0.02702702702702703,0.0001,0.0001,0.08108108108108109,0.28378378378378377,0.2837837837837838,0.18918918918918923,0.7567567567567568,-3
蝦名達夫,0.15934065934065933,0.038461538461538464,0.005494505494505495,0.005494505494505495,0.054945054945054944,0.2032967032967033,0.31978021978021975,0.2131868131868132,0.7362637362637362,3
オースティン,0.11465409836065574,0.05737704918032787,0.0001,0.01639344262295082,0.10655737704918032,0.1557377049180328,0.3295081967213115,0.21967213114754103,0.7049180327868854,0
梶原昂希,0.1499,0.05,0.0001,0.007142857142857143,0.04285714285714286,0.30714285714285716,0.2657142857142857,0.17714285714285716,0.75,0
京田陽太,0.18045112781954886,0.03759398496240601,0.007518796992481203,0.007518796992481203,0.045112781954887216,0.2781954887218045,0.2661654135338346,0.1774436090225564,0.7218045112781954,3
桑原将志,0.1962962962962963,0.03333333333333333,0.007407407407407408,0.007407407407407408,0.08518518518518518,0.14074074074074075,0.3177777777777777,0.21185185185185185,0.6703703703703703,13
佐野恵太,0.18853049095607236,0.041343669250646,0.0001,0.023255813953488372,0.07235142118863049,0.10852713178294573,0.3395348837209302,0.22635658914728685,0.6744186046511628,0
筒香嘉智,0.05960149253731343,0.05223880597014925,0.0001,0.04477611940298507,0.09701492537313433,0.30597014925373134,0.26417910447761195,0.17611940298507467,0.746268656716418,0
戸柱恭孝,0.17798219178082192,0.0547945205479452,0.0001,0.0273972602739726,0.0273972602739726,0.136986301369863,0.3452054794520548,0.23013698630136992,0.7123287671232877,0
林琢真,0.1365521367521368,0.05128205128205128,0.0001,0.0001,0.10256410256410256,0.19658119658119658,0.3076923076923077,0.20512820512820518,0.7094017094017094,5
牧秀悟,0.15591023017902814,0.061381074168797956,0.0001,0.04092071611253197,0.06649616368286446,0.19437340153452684,0.28849104859335034,0.19232736572890025,0.6751918158567773,-5
松尾汐恩,0.15852068965517244,0.034482758620689655,0.0001,0.020689655172413793,0.07586206896551724,0.0896551724137931,0.3724137931034483,0.24827586206896554,0.710344827586207,-1
三森大貴,0.14173548387096777,0.05161290322580645,0.0001,0.0001,0.09032258064516129,0.16774193548387098,0.3290322580645161,0.21935483870967742,0.7161290322580645,6
宮﨑敏郎,0.19330855018587362,0.040892193308550186,0.0037174721189591076,0.01486988847583643,0.08921933085501858,0.13011152416356878,0.3167286245353159,0.21115241635687731,0.657992565055762,3
森敬斗,0.13313333333333338,0.00010000000000000002,0.013333333333333336,0.00010000000000000002,0.026666666666666672,0.21333333333333337,0.368,0.24533333333333335,0.8266666666666667,-1
山本祐大,0.1454399061032864,0.056338028169014086,0.009389671361502348,0.0001,0.056338028169014086,0.11737089201877934,0.36901408450704226,0.24600938967136152,0.7323943661971831,6
度会隆輝,0.13899613899613902,0.038610038610038616,0.007722007722007723,0.015444015444015446,0.08494208494208495,0.12741312741312744,0.3521235521235522,0.2347490347490348,0.7142857142857144,4
